id,split,category,language,difficulty,question_type,question,expected_answer,used_query,answerable,expected_documents,expected_pages,first_relevant_document_rank,first_relevant_page_rank,document_mrr,page_mrr,returned_no_result,retrieval_false_positive,latency_ms,retrieved_chunk_count,top_score,top_base_score,top_reranker_score,top_evidence_score,top_evidence_supported,top_evidence_missing_concepts,top_evidence_hard_failures,top_answerability_score,top_answerability_reason,top_answerability_score_margin,top_answerability_supporting_candidates,retrieved_documents,document_hit@1,document_precision@1,document_recall@1,document_hit@3,document_precision@3,document_recall@3,document_hit@5,document_precision@5,document_recall@5,page_hit@1,page_precision@1,page_recall@1,page_hit@3,page_precision@3,page_recall@3,page_hit@5,page_precision@5,page_recall@5
QA-011,all,policy,en,unspecified,factual,What are the password requirements?,"At least 12 characters with upper, lower, number, and symbol; changed every 90 days.",What are the password requirements?,True,policy_password.docx,,1,,1.0,,,,1167.494,5,0.765164,0.712747,0.722635,0.915,True,,,0.793613,Top-k evidence collectively satisfies the question without contradictions.,0.146762,2,1:Policy_Password.docx#p1[0.765164] | 2:Policy_Password.docx#p1[0.618402] | 3:Policy_Password.docx#p1[0.523882] | 4:FAQ_IT_Support.txt#p-[0.504334] | 5:Policy_Password.docx#p1[0.485251],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-012,all,policy,en,unspecified,factual,What is the domestic meal per diem?,"IDR 250,000 per day.",What is the domestic meal per diem?,True,policy_travel_expense.docx,,1,,1.0,,,,802.962,1,0.92125,0.86,1.0,1.0,True,,,0.91415,Top-k evidence collectively satisfies the question without contradictions.,0.92125,1,1:Policy_Travel_Expense.docx#p1[0.92125],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-013,all,report,en,unspecified,factual,What was Q3 2025 revenue?,"IDR 42.5 billion, up 12% over Q2 2025.",What was Q3 2025 revenue?,True,report_q3_2025_performance.pdf,,1,,1.0,,,,813.512,5,0.92125,0.86,1.0,1.0,True,,,0.87153,Top-k evidence collectively satisfies the question without contradictions.,0.07769,2,1:Report_Q3_2025_Performance.pdf#p1[0.92125] | 2:Report_Financial_FY2025.pdf#p1[0.84356] | 3:Report_CSAT_2025.pdf#p1[0.395824] | 4:Report_IT_Audit_2025.pdf#p1[0.333463] | 5:Report_Security_Review_2025.pdf#p1[0.326133],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-014,all,report,en,unspecified,factual,What was the root cause of the October 2025 outage?,An expired TLS certificate on the API gateway.,What was the root cause of the October 2025 outage?,True,report_incident_postmortem.pdf,,1,,1.0,,,,1077.943,5,0.92125,0.86,1.0,1.0,True,,,0.88503,Top-k evidence collectively satisfies the question without contradictions.,0.61536,5,1:Report_Incident_Postmortem.pdf#p1[0.92125] | 2:Report_IT_Audit_2025.pdf#p1[0.30589] | 3:Report_Security_Review_2025.pdf#p1[0.288224] | 4:Report_Sustainability_2025.pdf#p1[0.283967] | 5:Report_Network_Capacity.pdf#p1[0.283565],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-015,all,report,en,unspecified,factual,What was the 2025 overall CSAT score?,"87%, up from 83% in 2024.",What was the 2025 overall CSAT score?,True,report_csat_2025.pdf,,1,,1.0,,,,950.736,5,0.92125,0.86,1.0,1.0,True,,,0.90555,Top-k evidence collectively satisfies the question without contradictions.,0.354804,5,1:Report_CSAT_2025.pdf#p1[0.92125] | 2:Report_CSAT_2025.pdf#p1[0.566446] | 3:Report_Vendor_Evaluation.pdf#p1[0.50233] | 4:Report_Financial_FY2025.pdf#p1[0.381216] | 5:Report_IT_Audit_2025.pdf#p1[0.377767],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-016,all,report,en,unspecified,factual,How many security incidents occurred in 2025?,"3 reportable incidents, none resulting in data loss.",How many security incidents occurred in 2025?,True,report_security_review_2025.pdf,,1,,1.0,,,,945.746,5,0.836272,0.775594,1.0,0.85,True,,,0.851207,Top-k evidence collectively satisfies the question without contradictions.,0.410618,5,1:Report_Security_Review_2025.pdf#p1[0.836272] | 2:Report_IT_Audit_2025.pdf#p1[0.425654] | 3:Report_Incident_Postmortem.pdf#p1[0.425206] | 4:Policy_Data_Security.docx#p1[0.409218] | 5:SOP_IT_Incident_Handling.pdf#p1[0.387244],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-017,all,report,en,unspecified,factual,What was full-year 2025 revenue?,"IDR 158 billion, with a 14% net profit margin.",What was full-year 2025 revenue?,True,report_financial_fy2025.pdf,,1,,1.0,,,,833.337,5,0.92125,0.86,1.0,1.0,True,,,0.85164,Top-k evidence collectively satisfies the question without contradictions.,0.416557,2,1:Report_Financial_FY2025.pdf#p1[0.92125] | 2:Report_Q3_2025_Performance.pdf#p1[0.504693] | 3:Report_CSAT_2025.pdf#p1[0.341279] | 4:Report_CSAT_2025.pdf#p1[0.315214] | 5:Policy_Leave.docx#p1[0.294898],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-018,all,tech,en,unspecified,factual,What database does the platform use?,"PostgreSQL 15, with Redis for caching.",What database does the platform use?,True,tech_system_architecture.txt,,1,,1.0,,,,923.168,5,0.786021,0.714694,1.0,0.7,True,,,0.815984,Top-k evidence collectively satisfies the question without contradictions.,0.268389,5,1:TECH_System_Architecture.txt#p-[0.786021] | 2:TECH_Database_Schema.txt#p-[0.517632] | 3:Policy_Data_Security.docx#p1[0.420136] | 4:TECH_Deployment_Runbook.txt#p-[0.331651] | 5:SOP_Data_Backup.pdf#p1[0.3217],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-019,all,tech,en,unspecified,factual,How long are internal API tokens valid?,60 minutes.,How long are internal API tokens valid?,True,tech_internal_api_guide.txt,,1,,1.0,,,,1141.608,5,0.829102,0.71507,1.0,0.9575,True,,,0.87923,Top-k evidence collectively satisfies the question without contradictions.,0.350491,5,1:TECH_Internal_API_Guide.txt#p-[0.829102] | 2:Report_Incident_Postmortem.pdf#p1[0.478611] | 3:TECH_Data_Retention.txt#p-[0.478537] | 4:SOP_Offboarding.pdf#p1[0.472157] | 5:SOP_Customer_Complaint.pdf#p1[0.471309],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-020,all,tech,en,unspecified,factual,What are the RTO and RPO?,RTO is 4 hours and RPO is 1 hour.,What are the RTO and RPO?,True,tech_disaster_recovery.txt,,1,,1.0,,,,1292.096,5,0.933047,0.880972,1.0,1.0,True,,,0.802698,Top-k evidence collectively satisfies the question without contradictions.,0.542742,1,1:TECH_Disaster_Recovery.txt#p-[0.933047] | 2:SOP_Offboarding.pdf#p1[0.390305] | 3:SOP_Data_Backup.pdf#p1[0.366198] | 4:SOP_IT_Incident_Handling.pdf#p1[0.35627] | 5:TECH_Deployment_Runbook.txt#p-[0.333732],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-021,all,tech,en,unspecified,factual,What is the API availability SLO?,99.9% per month.,What is the API availability SLO?,True,tech_monitoring_guide.txt,,1,,1.0,,,,883.018,5,0.92125,0.86,1.0,1.0,True,,,0.88935,Top-k evidence collectively satisfies the question without contradictions.,0.536015,4,1:TECH_Monitoring_Guide.txt#p-[0.92125] | 2:TECH_Internal_API_Guide.txt#p-[0.385235] | 3:Report_Incident_Postmortem.pdf#p1[0.328505] | 4:TECH_Disaster_Recovery.txt#p-[0.324379] | 5:TECH_System_Architecture.txt#p-[0.268631],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-022,all,tech,en,unspecified,factual,How long are audit logs retained?,7 years.,How long are audit logs retained?,True,tech_data_retention.txt,,1,,1.0,,,,1086.518,5,0.883268,0.792476,1.0,1.0,True,,,0.810436,Top-k evidence collectively satisfies the question without contradictions.,0.504747,1,1:TECH_Data_Retention.txt#p-[0.883268] | 2:Report_IT_Audit_2025.pdf#p1[0.378521] | 3:SOP_Data_Backup.pdf#p1[0.373851] | 4:SOP_Offboarding.pdf#p1[0.353598] | 5:SOP_Customer_Complaint.pdf#p1[0.34703],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-023,all,tech,en,unspecified,factual,What unit-test coverage is required to merge code?,At least 80%.,What unit-test coverage is required to merge code?,True,tech_cicd_pipeline.txt,,1,,1.0,,,,1032.827,5,0.92125,0.86,1.0,1.0,True,,,0.88575,Top-k evidence collectively satisfies the question without contradictions.,0.611165,5,1:TECH_CICD_Pipeline.txt#p-[0.92125] | 2:Policy_Code_of_Conduct.docx#p1[0.310085] | 3:TECH_Coding_Standards.txt#p-[0.280181] | 4:SOP_Data_Backup.pdf#p1[0.273964] | 5:FAQ_Benefits.txt#p-[0.259888],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-024,all,faq,en,unspecified,factual,How do I reset my password?,Raise a ticket to the IT Helpdesk via the portal; processed within 1x24 hours.,How do I reset my password?,True,faq_it_support.txt,,1,,1.0,,,,1270.88,5,0.92125,0.86,1.0,1.0,True,,,0.86541,Top-k evidence collectively satisfies the question without contradictions.,0.324249,2,1:FAQ_IT_Support.txt#p-[0.92125] | 2:Policy_Password.docx#p1[0.597001] | 3:Policy_Password.docx#p1[0.489016] | 4:Policy_Password.docx#p1[0.424039] | 5:Policy_Password.docx#p1[0.284421],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-025,all,faq,en,unspecified,factual,When is payday?,The 25th of each month (prior working day if a holiday).,When is payday?,True,faq_payroll.txt,,1,,1.0,,,,1252.142,5,0.895,0.86,1.0,0.85,True,,,0.779,Top-k evidence collectively satisfies the question without contradictions.,0.530428,1,1:FAQ_Payroll.txt#p-[0.895] | 2:Policy_Leave.docx#p1[0.364572] | 3:Policy_WFH.docx#p1[0.341163] | 4:SOP_Expense_Reimbursement.pdf#p1[0.322374] | 5:Policy_WFH.docx#p1[0.304688],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-026,all,faq,en,unspecified,factual,What is the mailbox size limit?,50 GB.,What is the mailbox size limit?,True,faq_email_calendar.txt,,1,,1.0,,,,855.096,5,0.92125,0.86,1.0,1.0,True,,,0.88215,Top-k evidence collectively satisfies the question without contradictions.,0.546619,3,1:FAQ_Email_Calendar.txt#p-[0.92125] | 2:Policy_WFH.docx#p1[0.374631] | 3:TECH_Internal_API_Guide.txt#p-[0.329826] | 4:Policy_Password.docx#p1[0.300951] | 5:Policy_BYOD.docx#p1[0.255641],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-027,all,faq,en,unspecified,factual,What should I bring on my first day?,"A valid ID, NPWP (tax ID), and bank account details.",What should I bring on my first day?,True,faq_onboarding.txt,,1,,1.0,,,,1189.422,5,0.92125,0.86,1.0,1.0,True,,,0.90015,Top-k evidence collectively satisfies the question without contradictions.,0.538755,5,1:FAQ_Onboarding.txt#p-[0.92125] | 2:SOP_Customer_Complaint.pdf#p1[0.382495] | 3:Policy_BYOD.docx#p1[0.311406] | 4:SOP_Onboarding.pdf#p1[0.306554] | 5:Policy_Travel_Expense.docx#p1[0.296633],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-028,all,faq,en,unspecified,factual,Is there a home-office allowance?,"Yes, a one-time allowance of IDR 1,500,000.",Is there a home-office allowance?,True,faq_remote_work.txt,,1,,1.0,,,,906.63,5,0.865625,0.78,1.0,0.9575,True,,,0.830115,Top-k evidence collectively satisfies the question without contradictions.,0.304379,2,1:FAQ_Remote_Work.txt#p-[0.865625] | 2:Policy_WFH.docx#p1[0.561246] | 3:Policy_WFH.docx#p1[0.54266] | 4:FAQ_Benefits.txt#p-[0.47202] | 5:Policy_Leave.docx#p1[0.401503],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-029,all,faq,en,unspecified,factual,What is the replacement fee for an access card?,"IDR 50,000.",What is the replacement fee for an access card?,True,faq_facilities.txt,,1,,1.0,,,,1233.551,5,0.92125,0.86,1.0,1.0,True,,,0.86082,Top-k evidence collectively satisfies the question without contradictions.,0.39236,2,1:FAQ_Facilities.txt#p-[0.92125] | 2:SOP_Offboarding.pdf#p1[0.52889] | 3:Policy_Travel_Expense.docx#p1[0.273006] | 4:SOP_Expense_Reimbursement.pdf#p1[0.272704] | 5:Policy_Password.docx#p1[0.257014],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
QA-030,all,report,en,unspecified,factual,How many new enterprise customers were added in Q3 2025?,"18, bringing the total to 214.",How many new enterprise customers were added in Q3 2025?,True,report_q3_2025_performance.pdf,,1,,1.0,,,,1101.936,5,0.87625,0.78,1.0,1.0,True,,,0.86315,Top-k evidence collectively satisfies the question without contradictions.,0.489713,5,1:Report_Q3_2025_Performance.pdf#p1[0.87625] | 2:Report_CSAT_2025.pdf#p1[0.386537] | 3:Report_Hiring_H1_2025.pdf#p1[0.35909] | 4:Report_CSAT_2025.pdf#p1[0.345291] | 5:Report_Security_Review_2025.pdf#p1[0.335469],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,,,,,,,,,
