id,split,category,language,difficulty,question_type,question,answerable,expected_documents,expected_pages,first_relevant_document_rank,first_relevant_page_rank,document_mrr,page_mrr,returned_no_result,retrieval_false_positive,latency_ms,retrieved_chunk_count,top_score,retrieved_documents,document_hit@1,document_precision@1,document_recall@1,document_hit@3,document_precision@3,document_recall@3,document_hit@5,document_precision@5,document_recall@5,page_hit@1,page_precision@1,page_recall@1,page_hit@3,page_precision@3,page_recall@3,page_hit@5,page_precision@5,page_recall@5
POL-004,development,policy,en,medium,requirement,"How quickly must a suspected data breach be reported, and to which address?",True,policy_data_security.docx,policy_data_security.docx#p1,1,1,1.0,1.0,,,225.984,20,0.500357,1:Policy_Data_Security.docx#p1[0.500357] | 2:TECH_Data_Retention.txt#p1[0.324761] | 3:Report_Security_Review_2025.pdf#p1[0.308251] | 4:SOP_IT_Incident_Handling.pdf#p1[0.29439] | 5:FAQ_Software_Access.txt#p1[0.277442] | 6:Policy_Information_Classification.docx#p1[0.254663] | 7:SOP_Access_Provisioning.pdf#p1[0.250219] | 8:SOP_Customer_Complaint.pdf#p1[0.238636] | 9:SOP_Data_Backup.pdf#p1[0.215799] | 10:Policy_BYOD.docx#p1[0.207915] | 11:SOP_Procurement.pdf#p1[0.188477] | 12:FAQ_Onboarding.txt#p1[0.181219] | 13:Policy_Code_of_Conduct.docx#p1[0.17963] | 14:FAQ_IT_Support.txt#p1[0.179152] | 15:FAQ_Remote_Work.txt#p1[0.165079] | 16:FAQ_Email_Calendar.txt#p1[0.074431] | 17:Policy_Password.docx#p1[0.066013] | 18:FAQ_Payroll.txt#p1[0.048481] | 19:FAQ_HR.txt#p1[0.048481] | 20:FAQ_Facilities.txt#p1[0.048481],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-005,development,policy,en,medium,list,What are the four information-classification levels?,True,policy_information_classification.docx,policy_information_classification.docx#p1,1,1,1.0,1.0,,,194.448,2,0.78,1:Policy_Information_Classification.docx#p1[0.78] | 2:SOP_IT_Incident_Handling.pdf#p1[0.212503],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-006,development,policy,id,easy,factual,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,True,policy_leave.docx,policy_leave.docx#p1,,,0.0,0.0,,,232.033,1,0.214372,1:Report_Vendor_Evaluation.pdf#p1[0.214372],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL-007,development,policy,en,hard,multi_fact,"What are the password length, complexity, and rotation requirements?",True,policy_password.docx,policy_password.docx#p1,1,1,1.0,1.0,,,213.576,2,0.737022,1:Policy_Password.docx#p1[0.737022] | 2:FAQ_IT_Support.txt#p1[0.304344],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-001,development,report,en,medium,multi_fact,What were the overall CSAT score and Net Promoter Score in 2025?,True,report_csat_2025.pdf,report_csat_2025.pdf#p1,1,1,1.0,1.0,,,187.279,8,0.78,1:Report_CSAT_2025.pdf#p1[0.78] | 2:Report_Financial_FY2025.pdf#p1[0.346853] | 3:Report_Vendor_Evaluation.pdf#p1[0.296388] | 4:Report_Q3_2025_Performance.pdf#p1[0.289801] | 5:Report_IT_Audit_2025.pdf#p1[0.247993] | 6:Report_Security_Review_2025.pdf#p1[0.245388] | 7:Report_Network_Capacity.pdf#p1[0.236513] | 8:Policy_Procurement_Threshold.docx#p1[0.235837],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-002,development,report,id,medium,multi_fact,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,True,report_financial_fy2025.pdf,report_financial_fy2025.pdf#p1,1,1,1.0,1.0,,,187.887,10,0.548453,1:Report_Financial_FY2025.pdf#p1[0.548453] | 2:Report_Sustainability_2025.pdf#p1[0.379934] | 3:Report_Q3_2025_Performance.pdf#p1[0.343053] | 4:Report_CSAT_2025.pdf#p1[0.32557] | 5:Report_IT_Audit_2025.pdf#p1[0.308189] | 6:Report_Vendor_Evaluation.pdf#p1[0.303587] | 7:Report_Network_Capacity.pdf#p1[0.287807] | 8:Report_Security_Review_2025.pdf#p1[0.286712] | 9:Report_Hiring_H1_2025.pdf#p1[0.263644] | 10:Report_Incident_Postmortem.pdf#p1[0.244809],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-003,development,report,en,medium,multi_fact,"How many employees were hired in the first half of 2025, and what was the resulting headcount?",True,report_hiring_h1_2025.pdf,report_hiring_h1_2025.pdf#p1,1,1,1.0,1.0,,,219.429,20,0.645693,1:Report_Hiring_H1_2025.pdf#p1[0.645693] | 2:Report_Security_Review_2025.pdf#p1[0.414557] | 3:Report_Q3_2025_Performance.pdf#p1[0.314684] | 4:Report_Financial_FY2025.pdf#p1[0.301273] | 5:FAQ_Remote_Work.txt#p1[0.249858] | 6:Report_IT_Audit_2025.pdf#p1[0.242151] | 7:SOP_Onboarding.pdf#p1[0.237695] | 8:FAQ_Onboarding.txt#p1[0.220344] | 9:Report_Incident_Postmortem.pdf#p1[0.212956] | 10:Report_CSAT_2025.pdf#p1[0.211571] | 11:Report_Network_Capacity.pdf#p1[0.208259] | 12:Report_Sustainability_2025.pdf#p1[0.206385] | 13:Policy_WFH.docx#p1[0.186068] | 14:SOP_Procurement.pdf#p1[0.1746] | 15:FAQ_Benefits.txt#p1[0.173444] | 16:SOP_Customer_Complaint.pdf#p1[0.075688] | 17:FAQ_Email_Calendar.txt#p1[0.058047] | 18:Policy_Code_of_Conduct.docx#p1[0.055337] | 19:FAQ_IT_Support.txt#p1[0.051194] | 20:TECH_VPN_Setup.txt#p1[0.041193],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-004,development,report,en,hard,multi_fact,"How many IT audit findings were raised in 2025, and how were they distributed by severity?",True,report_it_audit_2025.pdf,report_it_audit_2025.pdf#p1,1,1,1.0,1.0,,,224.067,21,0.698315,1:Report_IT_Audit_2025.pdf#p1[0.698315] | 2:Report_Security_Review_2025.pdf#p1[0.517908] | 3:SOP_IT_Incident_Handling.pdf#p1[0.316777] | 4:Report_Q3_2025_Performance.pdf#p1[0.285369] | 5:TECH_Data_Retention.txt#p1[0.248627] | 6:FAQ_Software_Access.txt#p1[0.226532] | 7:Report_Financial_FY2025.pdf#p1[0.225512] | 8:Report_CSAT_2025.pdf#p1[0.224737] | 9:Policy_Procurement_Threshold.docx#p1[0.213218] | 10:FAQ_IT_Support.txt#p1[0.21141] | 11:Report_Network_Capacity.pdf#p1[0.199634] | 12:Report_Sustainability_2025.pdf#p1[0.198016] | 13:Report_Hiring_H1_2025.pdf#p1[0.182504] | 14:SOP_Onboarding.pdf#p1[0.156572] | 15:FAQ_Remote_Work.txt#p1[0.128429] | 16:FAQ_Email_Calendar.txt#p1[0.084615] | 17:FAQ_Onboarding.txt#p1[0.082193] | 18:FAQ_Payroll.txt#p1[0.067459] | 19:FAQ_HR.txt#p1[0.067459] | 20:FAQ_Facilities.txt#p1[0.067459] | 21:Policy_Anti_Harassment.docx#p1[0.056997],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-005,development,report,id,medium,causal,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,True,report_incident_postmortem.pdf,report_incident_postmortem.pdf#p1,1,1,1.0,1.0,,,217.044,13,0.490523,1:Report_Incident_Postmortem.pdf#p1[0.490523] | 2:FAQ_HR.txt#p1[0.443751] | 3:Report_Sustainability_2025.pdf#p1[0.396624] | 4:Report_Q3_2025_Performance.pdf#p1[0.381674] | 5:FAQ_IT_Support.txt#p1[0.352822] | 6:Report_IT_Audit_2025.pdf#p1[0.348838] | 7:Report_Security_Review_2025.pdf#p1[0.344376] | 8:Report_Vendor_Evaluation.pdf#p1[0.279904] | 9:Report_Financial_FY2025.pdf#p1[0.277323] | 10:Report_CSAT_2025.pdf#p1[0.211154] | 11:Report_Hiring_H1_2025.pdf#p1[0.194413] | 12:SOP_Leave_Request.pdf#p1[0.184431] | 13:Report_Network_Capacity.pdf#p1[0.182739],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-006,development,report,en,medium,factual,"What was the peak network utilization, and in which month did it occur?",True,report_network_capacity.pdf,report_network_capacity.pdf#p1,1,1,1.0,1.0,,,208.744,7,0.700558,1:Report_Network_Capacity.pdf#p1[0.700558] | 2:TECH_Monitoring_Guide.txt#p1[0.21185] | 3:Report_Q3_2025_Performance.pdf#p1[0.197461] | 4:Report_Incident_Postmortem.pdf#p1[0.189043] | 5:Report_Financial_FY2025.pdf#p1[0.147277] | 6:FAQ_Payroll.txt#p1[0.072539] | 7:SOP_Expense_Reimbursement.pdf#p1[0.041445],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-007,development,report,en,hard,comparison,How did customer churn change from Q2 to Q3 2025?,True,report_q3_2025_performance.pdf,report_q3_2025_performance.pdf#p1,1,1,1.0,1.0,,,165.414,23,0.725208,1:Report_Q3_2025_Performance.pdf#p1[0.725208] | 2:Report_CSAT_2025.pdf#p1[0.367906] | 3:FAQ_HR.txt#p1[0.321683] | 4:SOP_Customer_Complaint.pdf#p1[0.279109] | 5:Report_Incident_Postmortem.pdf#p1[0.268245] | 6:TECH_Database_Schema.txt#p1[0.242512] | 7:TECH_Data_Retention.txt#p1[0.229063] | 8:Report_Hiring_H1_2025.pdf#p1[0.223308] | 9:Report_Network_Capacity.pdf#p1[0.216267] | 10:Report_Sustainability_2025.pdf#p1[0.209195] | 11:Report_Security_Review_2025.pdf#p1[0.201665] | 12:Report_IT_Audit_2025.pdf#p1[0.19422] | 13:FAQ_IT_Support.txt#p1[0.179208] | 14:Report_Financial_FY2025.pdf#p1[0.171806] | 15:FAQ_Facilities.txt#p1[0.161375] | 16:FAQ_Onboarding.txt#p1[0.149452] | 17:FAQ_Remote_Work.txt#p1[0.091191] | 18:Policy_WFH.docx#p1[0.065759] | 19:Policy_BYOD.docx#p1[0.048825] | 20:FAQ_Payroll.txt#p1[0.047763] | 21:Report_Vendor_Evaluation.pdf#p1[0.047164] | 22:FAQ_Software_Access.txt#p1[0.04649] | 23:FAQ_Email_Calendar.txt#p1[0.04649],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-001,development,sop,en,hard,multi_fact,"How often are internal-system access rights reviewed, and when are dormant accounts disabled?",True,sop_access_provisioning.pdf,sop_access_provisioning.pdf#p1,1,1,1.0,1.0,,,193.039,11,0.78,1:SOP_Access_Provisioning.pdf#p1[0.78] | 2:SOP_Offboarding.pdf#p1[0.296982] | 3:TECH_Data_Retention.txt#p1[0.262873] | 4:FAQ_Software_Access.txt#p1[0.258236] | 5:Policy_Password.docx#p1[0.225229] | 6:Policy_Information_Classification.docx#p1[0.216328] | 7:TECH_Internal_API_Guide.txt#p1[0.214602] | 8:FAQ_Facilities.txt#p1[0.192114] | 9:FAQ_Payroll.txt#p1[0.06346] | 10:FAQ_Email_Calendar.txt#p1[0.048546] | 11:TECH_System_Architecture.txt#p1[0.046322],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-002,development,sop,en,easy,service_level,Within how long must a customer complaint receive its first response?,True,sop_customer_complaint.pdf,sop_customer_complaint.pdf#p1,1,1,1.0,1.0,,,214.615,11,0.804898,1:SOP_Customer_Complaint.pdf#p1[0.804898] | 2:SOP_IT_Incident_Handling.pdf#p1[0.39729] | 3:FAQ_Onboarding.txt#p1[0.283655] | 4:SOP_Expense_Reimbursement.pdf#p1[0.242174] | 5:FAQ_IT_Support.txt#p1[0.219328] | 6:TECH_Data_Retention.txt#p1[0.202295] | 7:TECH_Database_Schema.txt#p1[0.188636] | 8:SOP_Offboarding.pdf#p1[0.167536] | 9:SOP_Procurement.pdf#p1[0.15747] | 10:Policy_Data_Security.docx#p1[0.046224] | 11:FAQ_Security_Awareness.txt#p1[0.044943],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-003,development,sop,en,medium,multi_fact,"How often are production databases backed up, and when does the nightly full backup run?",True,sop_data_backup.pdf,sop_data_backup.pdf#p1,1,1,1.0,1.0,,,211.06,5,0.766593,1:SOP_Data_Backup.pdf#p1[0.766593] | 2:TECH_Deployment_Runbook.txt#p1[0.277732] | 3:TECH_Data_Retention.txt#p1[0.24418] | 4:FAQ_Payroll.txt#p1[0.191193] | 5:Report_Financial_FY2025.pdf#p1[0.040312],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-004,development,sop,id,medium,requirement,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,True,sop_expense_reimbursement.pdf,sop_expense_reimbursement.pdf#p1,,,0.0,0.0,,,217.264,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOP-005,development,sop,en,hard,service_level,What are the acknowledgement and resolution targets for a P1 incident?,True,sop_it_incident_handling.pdf,sop_it_incident_handling.pdf#p1,1,1,1.0,1.0,,,209.287,6,0.675826,1:SOP_IT_Incident_Handling.pdf#p1[0.675826] | 2:SOP_Customer_Complaint.pdf#p1[0.417478] | 3:Report_Incident_Postmortem.pdf#p1[0.336242] | 4:TECH_Monitoring_Guide.txt#p1[0.082113] | 5:Policy_Password.docx#p1[0.041561] | 6:TECH_Database_Schema.txt#p1[0.038815],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-006,development,sop,en,medium,approval,What additional approval is required for leave longer than five consecutive days?,True,sop_leave_request.pdf,sop_leave_request.pdf#p1,1,1,1.0,1.0,,,217.199,8,0.646684,1:SOP_Leave_Request.pdf#p1[0.646684] | 2:Policy_Leave.docx#p1[0.471758] | 3:FAQ_Remote_Work.txt#p1[0.300561] | 4:Policy_WFH.docx#p1[0.280162] | 5:TECH_Data_Retention.txt#p1[0.265462] | 6:SOP_Expense_Reimbursement.pdf#p1[0.258177] | 7:SOP_Travel_Booking.pdf#p1[0.154097] | 8:TECH_CICD_Pipeline.txt#p1[0.047547],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-007,development,sop,id,easy,service_level,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,True,sop_offboarding.pdf,sop_offboarding.pdf#p1,,,0.0,0.0,,,221.281,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TECH-001,development,technical,en,easy,requirement,What minimum unit-test coverage is required before code can be merged?,True,tech_cicd_pipeline.txt,tech_cicd_pipeline.txt#p1,1,1,1.0,1.0,,,204.301,11,0.616966,1:TECH_CICD_Pipeline.txt#p1[0.616966] | 2:Policy_Code_of_Conduct.docx#p1[0.134874] | 3:FAQ_Remote_Work.txt#p1[0.133316] | 4:TECH_Coding_Standards.txt#p1[0.13311] | 5:SOP_Onboarding.pdf#p1[0.130969] | 6:SOP_Procurement.pdf#p1[0.130766] | 7:TECH_Data_Retention.txt#p1[0.124985] | 8:FAQ_Benefits.txt#p1[0.115436] | 9:SOP_Data_Backup.pdf#p1[0.07019] | 10:Policy_Anti_Harassment.docx#p1[0.046664] | 11:FAQ_Security_Awareness.txt#p1[0.044748],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-002,development,technical,en,easy,requirement,How many approving reviews does a pull request require?,True,tech_coding_standards.txt,tech_coding_standards.txt#p1,1,1,1.0,1.0,,,190.252,15,0.557878,1:TECH_Coding_Standards.txt#p1[0.557878] | 2:SOP_Procurement.pdf#p1[0.264994] | 3:FAQ_Software_Access.txt#p1[0.236569] | 4:TECH_Internal_API_Guide.txt#p1[0.220714] | 5:FAQ_Remote_Work.txt#p1[0.210007] | 6:Policy_Procurement_Threshold.docx#p1[0.205475] | 7:SOP_Leave_Request.pdf#p1[0.197458] | 8:SOP_Expense_Reimbursement.pdf#p1[0.192591] | 9:SOP_Access_Provisioning.pdf#p1[0.189596] | 10:FAQ_Onboarding.txt#p1[0.148357] | 11:FAQ_IT_Support.txt#p1[0.123323] | 12:FAQ_Facilities.txt#p1[0.09108] | 13:FAQ_Payroll.txt#p1[0.04149] | 14:FAQ_HR.txt#p1[0.04149] | 15:FAQ_Email_Calendar.txt#p1[0.040384],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-003,development,technical,en,medium,factual,How long are audit logs retained?,True,tech_data_retention.txt,tech_data_retention.txt#p1,1,1,1.0,1.0,,,174.174,10,0.795617,1:TECH_Data_Retention.txt#p1[0.795617] | 2:SOP_Data_Backup.pdf#p1[0.332309] | 3:Report_IT_Audit_2025.pdf#p1[0.293224] | 4:FAQ_Onboarding.txt#p1[0.248437] | 5:FAQ_Email_Calendar.txt#p1[0.112592] | 6:FAQ_IT_Support.txt#p1[0.053859] | 7:FAQ_Payroll.txt#p1[0.039778] | 8:FAQ_HR.txt#p1[0.039778] | 9:FAQ_Facilities.txt#p1[0.039778] | 10:FAQ_Software_Access.txt#p1[0.038718],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-004,development,technical,en,medium,schema,Which field links the orders table to the customers table?,True,tech_database_schema.txt,tech_database_schema.txt#p1,1,1,1.0,1.0,,,177.633,3,0.78,1:TECH_Database_Schema.txt#p1[0.78] | 2:Report_Q3_2025_Performance.pdf#p1[0.231087] | 3:FAQ_Security_Awareness.txt#p1[0.041296],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
