id,split,category,language,difficulty,question_type,question,answerable,expected_documents,expected_pages,first_relevant_document_rank,first_relevant_page_rank,document_mrr,page_mrr,returned_no_result,retrieval_false_positive,latency_ms,retrieved_chunk_count,top_score,retrieved_documents,document_hit@1,document_precision@1,document_recall@1,document_hit@3,document_precision@3,document_recall@3,document_hit@5,document_precision@5,document_recall@5,page_hit@1,page_precision@1,page_recall@1,page_hit@3,page_precision@3,page_recall@3,page_hit@5,page_precision@5,page_recall@5
POL-001,development,policy,en,easy,procedural,Through which channels can an employee confidentially report harassment?,True,policy_anti_harassment.docx,policy_anti_harassment.docx#p1,1,1,1.0,1.0,,,227.925,16,0.636873,1:Policy_Anti_Harassment.docx#p1[0.636873] | 2:FAQ_Security_Awareness.txt#p1[0.269442] | 3:SOP_Offboarding.pdf#p1[0.257315] | 4:Policy_Code_of_Conduct.docx#p1[0.242704] | 5:FAQ_Remote_Work.txt#p1[0.181594] | 6:SOP_Leave_Request.pdf#p1[0.173749] | 7:Report_IT_Audit_2025.pdf#p1[0.170555] | 8:SOP_Onboarding.pdf#p1[0.144288] | 9:FAQ_Facilities.txt#p1[0.068008] | 10:SOP_Travel_Booking.pdf#p1[0.065325] | 11:FAQ_IT_Support.txt#p1[0.06365] | 12:Report_Sustainability_2025.pdf#p1[0.053483] | 13:Report_Network_Capacity.pdf#p1[0.052293] | 14:Report_Vendor_Evaluation.pdf#p1[0.051155] | 15:Report_Hiring_H1_2025.pdf#p1[0.048515] | 16:Report_Q3_2025_Performance.pdf#p1[0.043568],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-002,development,policy,en,easy,requirement,What must happen before a personal device is used for work email?,True,policy_byod.docx,policy_byod.docx#p1,1,1,1.0,1.0,,,213.757,10,0.78,1:Policy_BYOD.docx#p1[0.78] | 2:FAQ_Security_Awareness.txt#p1[0.436045] | 3:Policy_Data_Security.docx#p1[0.316018] | 4:Policy_WFH.docx#p1[0.276397] | 5:FAQ_Email_Calendar.txt#p1[0.251704] | 6:FAQ_Remote_Work.txt#p1[0.245018] | 7:Policy_Password.docx#p1[0.224117] | 8:SOP_Onboarding.pdf#p1[0.215865] | 9:SOP_Procurement.pdf#p1[0.070982] | 10:TECH_System_Architecture.txt#p1[0.064797],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-003,development,policy,en,medium,procedural,How must a potential conflict of interest be disclosed?,True,policy_code_of_conduct.docx,policy_code_of_conduct.docx#p1,1,1,1.0,1.0,,,240.639,1,0.78,1:Policy_Code_of_Conduct.docx#p1[0.78],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-004,development,policy,en,medium,requirement,"How quickly must a suspected data breach be reported, and to which address?",True,policy_data_security.docx,policy_data_security.docx#p1,1,1,1.0,1.0,,,252.998,20,0.500357,1:Policy_Data_Security.docx#p1[0.500357] | 2:TECH_Data_Retention.txt#p1[0.324761] | 3:Report_Security_Review_2025.pdf#p1[0.308251] | 4:SOP_IT_Incident_Handling.pdf#p1[0.29439] | 5:FAQ_Software_Access.txt#p1[0.277442] | 6:Policy_Information_Classification.docx#p1[0.254663] | 7:SOP_Access_Provisioning.pdf#p1[0.250219] | 8:SOP_Customer_Complaint.pdf#p1[0.238636] | 9:SOP_Data_Backup.pdf#p1[0.215799] | 10:Policy_BYOD.docx#p1[0.207915] | 11:SOP_Procurement.pdf#p1[0.188477] | 12:FAQ_Onboarding.txt#p1[0.181219] | 13:Policy_Code_of_Conduct.docx#p1[0.17963] | 14:FAQ_IT_Support.txt#p1[0.179152] | 15:FAQ_Remote_Work.txt#p1[0.165079] | 16:FAQ_Email_Calendar.txt#p1[0.074431] | 17:Policy_Password.docx#p1[0.066013] | 18:FAQ_Payroll.txt#p1[0.048481] | 19:FAQ_HR.txt#p1[0.048481] | 20:FAQ_Facilities.txt#p1[0.048481],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-005,development,policy,en,medium,list,What are the four information-classification levels?,True,policy_information_classification.docx,policy_information_classification.docx#p1,1,1,1.0,1.0,,,202.522,2,0.78,1:Policy_Information_Classification.docx#p1[0.78] | 2:SOP_IT_Incident_Handling.pdf#p1[0.212503],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-006,development,policy,id,easy,factual,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,True,policy_leave.docx,policy_leave.docx#p1,,,0.0,0.0,,,205.632,1,0.214372,1:Report_Vendor_Evaluation.pdf#p1[0.214372],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL-007,development,policy,en,hard,multi_fact,"What are the password length, complexity, and rotation requirements?",True,policy_password.docx,policy_password.docx#p1,1,1,1.0,1.0,,,191.531,2,0.737022,1:Policy_Password.docx#p1[0.737022] | 2:FAQ_IT_Support.txt#p1[0.304344],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-008,test,policy,en,medium,factual,Who approves a purchase valued between IDR 10 million and IDR 50 million?,True,policy_procurement_threshold.docx,policy_procurement_threshold.docx#p1,1,1,1.0,1.0,,,234.16,9,0.621948,1:Policy_Procurement_Threshold.docx#p1[0.621948] | 2:SOP_Procurement.pdf#p1[0.515099] | 3:Policy_Travel_Expense.docx#p1[0.357484] | 4:Report_Financial_FY2025.pdf#p1[0.351093] | 5:FAQ_Software_Access.txt#p1[0.311546] | 6:Report_Q3_2025_Performance.pdf#p1[0.30673] | 7:SOP_Expense_Reimbursement.pdf#p1[0.253509] | 8:FAQ_Facilities.txt#p1[0.232227] | 9:FAQ_Remote_Work.txt#p1[0.19286],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-009,test,policy,en,easy,factual,What is the domestic meal per diem for business travel?,True,policy_travel_expense.docx,policy_travel_expense.docx#p1,1,1,1.0,1.0,,,225.291,4,0.78,1:Policy_Travel_Expense.docx#p1[0.78] | 2:SOP_Travel_Booking.pdf#p1[0.411335] | 3:TECH_Internal_API_Guide.txt#p1[0.123909] | 4:SOP_Customer_Complaint.pdf#p1[0.049496],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-010,test,policy,id,medium,factual,Pada jam berapa pekerja remote wajib tersedia selama core hours?,True,policy_wfh.docx,policy_wfh.docx#p1,1,1,1.0,1.0,,,240.734,13,0.620818,1:Policy_WFH.docx#p1[0.620818] | 2:FAQ_Remote_Work.txt#p1[0.385476] | 3:TECH_Disaster_Recovery.txt#p1[0.285884] | 4:FAQ_IT_Support.txt#p1[0.263511] | 5:SOP_IT_Incident_Handling.pdf#p1[0.259557] | 6:Policy_BYOD.docx#p1[0.257251] | 7:SOP_Offboarding.pdf#p1[0.241602] | 8:Report_Incident_Postmortem.pdf#p1[0.235277] | 9:SOP_Data_Backup.pdf#p1[0.220308] | 10:Report_Hiring_H1_2025.pdf#p1[0.212704] | 11:Policy_Code_of_Conduct.docx#p1[0.210731] | 12:SOP_Onboarding.pdf#p1[0.204753] | 13:FAQ_Benefits.txt#p1[0.204484],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-001,development,report,en,medium,multi_fact,What were the overall CSAT score and Net Promoter Score in 2025?,True,report_csat_2025.pdf,report_csat_2025.pdf#p1,1,1,1.0,1.0,,,220.274,8,0.78,1:Report_CSAT_2025.pdf#p1[0.78] | 2:Report_Financial_FY2025.pdf#p1[0.346853] | 3:Report_Vendor_Evaluation.pdf#p1[0.296388] | 4:Report_Q3_2025_Performance.pdf#p1[0.289801] | 5:Report_IT_Audit_2025.pdf#p1[0.247993] | 6:Report_Security_Review_2025.pdf#p1[0.245388] | 7:Report_Network_Capacity.pdf#p1[0.236513] | 8:Policy_Procurement_Threshold.docx#p1[0.235837],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-002,development,report,id,medium,multi_fact,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,True,report_financial_fy2025.pdf,report_financial_fy2025.pdf#p1,1,1,1.0,1.0,,,364.908,10,0.548453,1:Report_Financial_FY2025.pdf#p1[0.548453] | 2:Report_Sustainability_2025.pdf#p1[0.379934] | 3:Report_Q3_2025_Performance.pdf#p1[0.343053] | 4:Report_CSAT_2025.pdf#p1[0.32557] | 5:Report_IT_Audit_2025.pdf#p1[0.308189] | 6:Report_Vendor_Evaluation.pdf#p1[0.303587] | 7:Report_Network_Capacity.pdf#p1[0.287807] | 8:Report_Security_Review_2025.pdf#p1[0.286712] | 9:Report_Hiring_H1_2025.pdf#p1[0.263644] | 10:Report_Incident_Postmortem.pdf#p1[0.244809],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-003,development,report,en,medium,multi_fact,"How many employees were hired in the first half of 2025, and what was the resulting headcount?",True,report_hiring_h1_2025.pdf,report_hiring_h1_2025.pdf#p1,1,1,1.0,1.0,,,248.168,20,0.645693,1:Report_Hiring_H1_2025.pdf#p1[0.645693] | 2:Report_Security_Review_2025.pdf#p1[0.414557] | 3:Report_Q3_2025_Performance.pdf#p1[0.314684] | 4:Report_Financial_FY2025.pdf#p1[0.301273] | 5:FAQ_Remote_Work.txt#p1[0.249858] | 6:Report_IT_Audit_2025.pdf#p1[0.242151] | 7:SOP_Onboarding.pdf#p1[0.237695] | 8:FAQ_Onboarding.txt#p1[0.220344] | 9:Report_Incident_Postmortem.pdf#p1[0.212956] | 10:Report_CSAT_2025.pdf#p1[0.211571] | 11:Report_Network_Capacity.pdf#p1[0.208259] | 12:Report_Sustainability_2025.pdf#p1[0.206385] | 13:Policy_WFH.docx#p1[0.186068] | 14:SOP_Procurement.pdf#p1[0.1746] | 15:FAQ_Benefits.txt#p1[0.173444] | 16:SOP_Customer_Complaint.pdf#p1[0.075688] | 17:FAQ_Email_Calendar.txt#p1[0.058047] | 18:Policy_Code_of_Conduct.docx#p1[0.055337] | 19:FAQ_IT_Support.txt#p1[0.051194] | 20:TECH_VPN_Setup.txt#p1[0.041193],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-004,development,report,en,hard,multi_fact,"How many IT audit findings were raised in 2025, and how were they distributed by severity?",True,report_it_audit_2025.pdf,report_it_audit_2025.pdf#p1,1,1,1.0,1.0,,,247.124,21,0.698315,1:Report_IT_Audit_2025.pdf#p1[0.698315] | 2:Report_Security_Review_2025.pdf#p1[0.517908] | 3:SOP_IT_Incident_Handling.pdf#p1[0.316777] | 4:Report_Q3_2025_Performance.pdf#p1[0.285369] | 5:TECH_Data_Retention.txt#p1[0.248627] | 6:FAQ_Software_Access.txt#p1[0.226532] | 7:Report_Financial_FY2025.pdf#p1[0.225512] | 8:Report_CSAT_2025.pdf#p1[0.224737] | 9:Policy_Procurement_Threshold.docx#p1[0.213218] | 10:FAQ_IT_Support.txt#p1[0.21141] | 11:Report_Network_Capacity.pdf#p1[0.199634] | 12:Report_Sustainability_2025.pdf#p1[0.198016] | 13:Report_Hiring_H1_2025.pdf#p1[0.182504] | 14:SOP_Onboarding.pdf#p1[0.156572] | 15:FAQ_Remote_Work.txt#p1[0.128429] | 16:FAQ_Email_Calendar.txt#p1[0.084615] | 17:FAQ_Onboarding.txt#p1[0.082193] | 18:FAQ_Payroll.txt#p1[0.067459] | 19:FAQ_HR.txt#p1[0.067459] | 20:FAQ_Facilities.txt#p1[0.067459] | 21:Policy_Anti_Harassment.docx#p1[0.056997],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-005,development,report,id,medium,causal,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,True,report_incident_postmortem.pdf,report_incident_postmortem.pdf#p1,1,1,1.0,1.0,,,251.293,13,0.490523,1:Report_Incident_Postmortem.pdf#p1[0.490523] | 2:FAQ_HR.txt#p1[0.443751] | 3:Report_Sustainability_2025.pdf#p1[0.396624] | 4:Report_Q3_2025_Performance.pdf#p1[0.381674] | 5:FAQ_IT_Support.txt#p1[0.352822] | 6:Report_IT_Audit_2025.pdf#p1[0.348838] | 7:Report_Security_Review_2025.pdf#p1[0.344376] | 8:Report_Vendor_Evaluation.pdf#p1[0.279904] | 9:Report_Financial_FY2025.pdf#p1[0.277323] | 10:Report_CSAT_2025.pdf#p1[0.211154] | 11:Report_Hiring_H1_2025.pdf#p1[0.194413] | 12:SOP_Leave_Request.pdf#p1[0.184431] | 13:Report_Network_Capacity.pdf#p1[0.182739],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-006,development,report,en,medium,factual,"What was the peak network utilization, and in which month did it occur?",True,report_network_capacity.pdf,report_network_capacity.pdf#p1,1,1,1.0,1.0,,,226.029,7,0.700558,1:Report_Network_Capacity.pdf#p1[0.700558] | 2:TECH_Monitoring_Guide.txt#p1[0.21185] | 3:Report_Q3_2025_Performance.pdf#p1[0.197461] | 4:Report_Incident_Postmortem.pdf#p1[0.189043] | 5:Report_Financial_FY2025.pdf#p1[0.147277] | 6:FAQ_Payroll.txt#p1[0.072539] | 7:SOP_Expense_Reimbursement.pdf#p1[0.041445],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-007,development,report,en,hard,comparison,How did customer churn change from Q2 to Q3 2025?,True,report_q3_2025_performance.pdf,report_q3_2025_performance.pdf#p1,1,1,1.0,1.0,,,236.056,23,0.725208,1:Report_Q3_2025_Performance.pdf#p1[0.725208] | 2:Report_CSAT_2025.pdf#p1[0.367906] | 3:FAQ_HR.txt#p1[0.321683] | 4:SOP_Customer_Complaint.pdf#p1[0.279109] | 5:Report_Incident_Postmortem.pdf#p1[0.268245] | 6:TECH_Database_Schema.txt#p1[0.242512] | 7:TECH_Data_Retention.txt#p1[0.229063] | 8:Report_Hiring_H1_2025.pdf#p1[0.223308] | 9:Report_Network_Capacity.pdf#p1[0.216267] | 10:Report_Sustainability_2025.pdf#p1[0.209195] | 11:Report_Security_Review_2025.pdf#p1[0.201665] | 12:Report_IT_Audit_2025.pdf#p1[0.19422] | 13:FAQ_IT_Support.txt#p1[0.179208] | 14:Report_Financial_FY2025.pdf#p1[0.171806] | 15:FAQ_Facilities.txt#p1[0.161375] | 16:FAQ_Onboarding.txt#p1[0.149452] | 17:FAQ_Remote_Work.txt#p1[0.091191] | 18:Policy_WFH.docx#p1[0.065759] | 19:Policy_BYOD.docx#p1[0.048825] | 20:FAQ_Payroll.txt#p1[0.047763] | 21:Report_Vendor_Evaluation.pdf#p1[0.047164] | 22:FAQ_Software_Access.txt#p1[0.04649] | 23:FAQ_Email_Calendar.txt#p1[0.04649],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-008,test,report,en,medium,multi_fact,"How many reportable security incidents occurred in 2025, and did any cause data loss?",True,report_security_review_2025.pdf,report_security_review_2025.pdf#p1,1,1,1.0,1.0,,,257.042,18,0.721169,1:Report_Security_Review_2025.pdf#p1[0.721169] | 2:Policy_Data_Security.docx#p1[0.357714] | 3:Report_IT_Audit_2025.pdf#p1[0.347195] | 4:Report_Incident_Postmortem.pdf#p1[0.326158] | 5:SOP_IT_Incident_Handling.pdf#p1[0.29324] | 6:FAQ_Security_Awareness.txt#p1[0.279819] | 7:TECH_Data_Retention.txt#p1[0.266861] | 8:Report_Q3_2025_Performance.pdf#p1[0.241102] | 9:Report_Sustainability_2025.pdf#p1[0.219163] | 10:Policy_Information_Classification.docx#p1[0.216614] | 11:FAQ_Remote_Work.txt#p1[0.201146] | 12:FAQ_Software_Access.txt#p1[0.195874] | 13:Policy_Code_of_Conduct.docx#p1[0.190091] | 14:Policy_Anti_Harassment.docx#p1[0.164877] | 15:SOP_Data_Backup.pdf#p1[0.162147] | 16:SOP_Access_Provisioning.pdf#p1[0.056027] | 17:Report_CSAT_2025.pdf#p1[0.040367] | 18:FAQ_Email_Calendar.txt#p1[0.039348],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-009,test,report,en,easy,factual,By what percentage did the Cikarang office reduce electricity consumption in 2025?,True,report_sustainability_2025.pdf,report_sustainability_2025.pdf#p1,1,1,1.0,1.0,,,222.291,6,0.826357,1:Report_Sustainability_2025.pdf#p1[0.826357] | 2:Report_Q3_2025_Performance.pdf#p1[0.284654] | 3:Report_Network_Capacity.pdf#p1[0.275062] | 4:FAQ_Remote_Work.txt#p1[0.217424] | 5:Report_CSAT_2025.pdf#p1[0.207811] | 6:Report_Hiring_H1_2025.pdf#p1[0.184175],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-010,test,report,en,easy,factual,"Which vendor received the highest rating in the 2025 vendor evaluation, and what was its score?",True,report_vendor_evaluation.pdf,report_vendor_evaluation.pdf#p1,1,1,1.0,1.0,,,230.835,11,0.652181,1:Report_Vendor_Evaluation.pdf#p1[0.652181] | 2:Report_CSAT_2025.pdf#p1[0.420205] | 3:SOP_Procurement.pdf#p1[0.369737] | 4:Report_Q3_2025_Performance.pdf#p1[0.323702] | 5:Report_IT_Audit_2025.pdf#p1[0.310436] | 6:Report_Financial_FY2025.pdf#p1[0.268036] | 7:Policy_Procurement_Threshold.docx#p1[0.249372] | 8:Report_Security_Review_2025.pdf#p1[0.228758] | 9:Report_Hiring_H1_2025.pdf#p1[0.163646] | 10:Report_Incident_Postmortem.pdf#p1[0.163238] | 11:FAQ_Onboarding.txt#p1[0.138132],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-001,development,sop,en,hard,multi_fact,"How often are internal-system access rights reviewed, and when are dormant accounts disabled?",True,sop_access_provisioning.pdf,sop_access_provisioning.pdf#p1,1,1,1.0,1.0,,,238.271,11,0.78,1:SOP_Access_Provisioning.pdf#p1[0.78] | 2:SOP_Offboarding.pdf#p1[0.296982] | 3:TECH_Data_Retention.txt#p1[0.262873] | 4:FAQ_Software_Access.txt#p1[0.258236] | 5:Policy_Password.docx#p1[0.225229] | 6:Policy_Information_Classification.docx#p1[0.216328] | 7:TECH_Internal_API_Guide.txt#p1[0.214602] | 8:FAQ_Facilities.txt#p1[0.192114] | 9:FAQ_Payroll.txt#p1[0.06346] | 10:FAQ_Email_Calendar.txt#p1[0.048546] | 11:TECH_System_Architecture.txt#p1[0.046322],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
