id,split,category,language,difficulty,question_type,question,answerable,expected_documents,expected_pages,first_relevant_document_rank,first_relevant_page_rank,document_mrr,page_mrr,returned_no_result,retrieval_false_positive,latency_ms,retrieved_chunk_count,top_score,retrieved_documents,document_hit@1,document_precision@1,document_recall@1,document_hit@3,document_precision@3,document_recall@3,document_hit@5,document_precision@5,document_recall@5,page_hit@1,page_precision@1,page_recall@1,page_hit@3,page_precision@3,page_recall@3,page_hit@5,page_precision@5,page_recall@5
POL-004,development,policy,en,medium,requirement,"How quickly must a suspected data breach be reported, and to which address?",True,policy_data_security.docx,policy_data_security.docx#p1,1,1,1.0,1.0,,,230.313,17,0.55686,1:Policy_Data_Security.docx#p1[0.55686] | 2:Report_Security_Review_2025.pdf#p1[0.369067] | 3:TECH_Data_Retention.txt#p1[0.349167] | 4:SOP_Access_Provisioning.pdf#p1[0.339671] | 5:FAQ_Security_Awareness.txt#p1[0.333998] | 6:SOP_IT_Incident_Handling.pdf#p1[0.31571] | 7:Policy_Information_Classification.docx#p1[0.306458] | 8:FAQ_Software_Access.txt#p1[0.285385] | 9:SOP_Data_Backup.pdf#p1[0.258816] | 10:Report_IT_Audit_2025.pdf#p1[0.256586] | 11:TECH_Monitoring_Guide.txt#p1[0.252562] | 12:FAQ_IT_Support.txt#p1[0.251909] | 13:Policy_BYOD.docx#p1[0.251192] | 14:Report_Incident_Postmortem.pdf#p1[0.249726] | 15:SOP_Customer_Complaint.pdf#p1[0.235573] | 16:TECH_Database_Schema.txt#p1[0.232941] | 17:FAQ_Facilities.txt#p1[0.223163],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-005,development,policy,en,medium,list,What are the four information-classification levels?,True,policy_information_classification.docx,policy_information_classification.docx#p1,1,1,1.0,1.0,,,194.978,6,0.78,1:Policy_Information_Classification.docx#p1[0.78] | 2:SOP_IT_Incident_Handling.pdf#p1[0.255586] | 3:Report_IT_Audit_2025.pdf#p1[0.24818] | 4:Policy_Procurement_Threshold.docx#p1[0.241487] | 5:Report_CSAT_2025.pdf#p1[0.225283] | 6:Report_Vendor_Evaluation.pdf#p1[0.224046],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-006,development,policy,id,easy,factual,Berapa maksimum sisa cuti tahunan yang boleh dibawa ke tahun berikutnya?,True,policy_leave.docx,policy_leave.docx#p1,1,1,1.0,1.0,,,193.342,11,0.355478,1:Policy_Leave.docx#p1[0.355478] | 2:SOP_Expense_Reimbursement.pdf#p1[0.294125] | 3:Report_Financial_FY2025.pdf#p1[0.259988] | 4:TECH_Data_Retention.txt#p1[0.257839] | 5:SOP_Leave_Request.pdf#p1[0.255259] | 6:FAQ_Payroll.txt#p1[0.247237] | 7:Report_Network_Capacity.pdf#p1[0.244312] | 8:Report_Hiring_H1_2025.pdf#p1[0.244299] | 9:SOP_Data_Backup.pdf#p1[0.243248] | 10:TECH_Internal_API_Guide.txt#p1[0.239018] | 11:Report_Incident_Postmortem.pdf#p1[0.234656],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-007,development,policy,en,hard,multi_fact,"What are the password length, complexity, and rotation requirements?",True,policy_password.docx,policy_password.docx#p1,1,1,1.0,1.0,,,194.353,9,0.773954,1:Policy_Password.docx#p1[0.773954] | 2:FAQ_IT_Support.txt#p1[0.394075] | 3:SOP_Access_Provisioning.pdf#p1[0.272299] | 4:Policy_Data_Security.docx#p1[0.260035] | 5:Report_Network_Capacity.pdf#p1[0.245647] | 6:TECH_Internal_API_Guide.txt#p1[0.24229] | 7:FAQ_Email_Calendar.txt#p1[0.225817] | 8:TECH_Monitoring_Guide.txt#p1[0.221781] | 9:TECH_VPN_Setup.txt#p1[0.220562],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-001,development,report,en,medium,multi_fact,What were the overall CSAT score and Net Promoter Score in 2025?,True,report_csat_2025.pdf,report_csat_2025.pdf#p1,1,1,1.0,1.0,,,230.926,8,0.848935,1:Report_CSAT_2025.pdf#p1[0.848935] | 2:Report_Vendor_Evaluation.pdf#p1[0.413706] | 3:Report_Financial_FY2025.pdf#p1[0.351943] | 4:Report_Q3_2025_Performance.pdf#p1[0.311707] | 5:Report_IT_Audit_2025.pdf#p1[0.298183] | 6:Report_Network_Capacity.pdf#p1[0.290708] | 7:Report_Security_Review_2025.pdf#p1[0.27843] | 8:Policy_Procurement_Threshold.docx#p1[0.226417],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-002,development,report,id,medium,multi_fact,Berapa pendapatan tahun 2025 dan margin laba bersih perusahaan?,True,report_financial_fy2025.pdf,report_financial_fy2025.pdf#p1,1,1,1.0,1.0,,,192.923,14,0.761253,1:Report_Financial_FY2025.pdf#p1[0.761253] | 2:Report_Q3_2025_Performance.pdf#p1[0.533533] | 3:Report_CSAT_2025.pdf#p1[0.511417] | 4:Report_Network_Capacity.pdf#p1[0.395778] | 5:Report_Hiring_H1_2025.pdf#p1[0.380946] | 6:Report_IT_Audit_2025.pdf#p1[0.375329] | 7:Report_Sustainability_2025.pdf#p1[0.370319] | 8:Report_Vendor_Evaluation.pdf#p1[0.333366] | 9:Report_Security_Review_2025.pdf#p1[0.315796] | 10:Policy_Procurement_Threshold.docx#p1[0.286257] | 11:Report_Incident_Postmortem.pdf#p1[0.265072] | 12:FAQ_Benefits.txt#p1[0.250778] | 13:SOP_Procurement.pdf#p1[0.223661] | 14:SOP_Expense_Reimbursement.pdf#p1[0.220057],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-003,development,report,en,medium,multi_fact,"How many employees were hired in the first half of 2025, and what was the resulting headcount?",True,report_hiring_h1_2025.pdf,report_hiring_h1_2025.pdf#p1,1,1,1.0,1.0,,,193.583,17,0.762017,1:Report_Hiring_H1_2025.pdf#p1[0.762017] | 2:Report_Security_Review_2025.pdf#p1[0.410166] | 3:Report_Financial_FY2025.pdf#p1[0.33936] | 4:Report_Q3_2025_Performance.pdf#p1[0.339234] | 5:Report_CSAT_2025.pdf#p1[0.326621] | 6:FAQ_Remote_Work.txt#p1[0.281514] | 7:SOP_Onboarding.pdf#p1[0.27755] | 8:Policy_Procurement_Threshold.docx#p1[0.274953] | 9:SOP_Customer_Complaint.pdf#p1[0.274216] | 10:SOP_Procurement.pdf#p1[0.270527] | 11:Report_Incident_Postmortem.pdf#p1[0.263622] | 12:Report_IT_Audit_2025.pdf#p1[0.259761] | 13:Policy_WFH.docx#p1[0.248795] | 14:FAQ_Payroll.txt#p1[0.245174] | 15:Report_Network_Capacity.pdf#p1[0.242169] | 16:SOP_Leave_Request.pdf#p1[0.23178] | 17:FAQ_Benefits.txt#p1[0.22394],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-004,development,report,en,hard,multi_fact,"How many IT audit findings were raised in 2025, and how were they distributed by severity?",True,report_it_audit_2025.pdf,report_it_audit_2025.pdf#p1,1,1,1.0,1.0,,,166.864,13,0.751778,1:Report_IT_Audit_2025.pdf#p1[0.751778] | 2:Report_Security_Review_2025.pdf#p1[0.507323] | 3:SOP_IT_Incident_Handling.pdf#p1[0.389094] | 4:Report_CSAT_2025.pdf#p1[0.332382] | 5:Report_Financial_FY2025.pdf#p1[0.306049] | 6:Report_Q3_2025_Performance.pdf#p1[0.29391] | 7:Policy_Procurement_Threshold.docx#p1[0.267262] | 8:Report_Incident_Postmortem.pdf#p1[0.257961] | 9:Report_Vendor_Evaluation.pdf#p1[0.251996] | 10:Report_Network_Capacity.pdf#p1[0.249566] | 11:TECH_Data_Retention.txt#p1[0.24836] | 12:SOP_Access_Provisioning.pdf#p1[0.24513] | 13:Report_Hiring_H1_2025.pdf#p1[0.240085],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-005,development,report,id,medium,causal,Apa penyebab utama gangguan portal pelanggan pada 14 Oktober 2025?,True,report_incident_postmortem.pdf,report_incident_postmortem.pdf#p1,1,1,1.0,1.0,,,184.677,19,0.699082,1:Report_Incident_Postmortem.pdf#p1[0.699082] | 2:Report_Security_Review_2025.pdf#p1[0.546898] | 3:Report_CSAT_2025.pdf#p1[0.486322] | 4:Report_Network_Capacity.pdf#p1[0.472956] | 5:Report_IT_Audit_2025.pdf#p1[0.468782] | 6:Report_Q3_2025_Performance.pdf#p1[0.426382] | 7:SOP_Leave_Request.pdf#p1[0.369294] | 8:FAQ_IT_Support.txt#p1[0.363734] | 9:Report_Hiring_H1_2025.pdf#p1[0.359746] | 10:FAQ_HR.txt#p1[0.276195] | 11:SOP_Customer_Complaint.pdf#p1[0.269762] | 12:FAQ_Security_Awareness.txt#p1[0.25589] | 13:SOP_IT_Incident_Handling.pdf#p1[0.245387] | 14:SOP_Access_Provisioning.pdf#p1[0.243493] | 15:TECH_Internal_API_Guide.txt#p1[0.235335] | 16:SOP_Expense_Reimbursement.pdf#p1[0.229169] | 17:TECH_Data_Retention.txt#p1[0.228541] | 18:TECH_Database_Schema.txt#p1[0.225019] | 19:Policy_Data_Security.docx#p1[0.221487],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-006,development,report,en,medium,factual,"What was the peak network utilization, and in which month did it occur?",True,report_network_capacity.pdf,report_network_capacity.pdf#p1,1,1,1.0,1.0,,,141.359,3,0.709482,1:Report_Network_Capacity.pdf#p1[0.709482] | 2:Report_Incident_Postmortem.pdf#p1[0.303615] | 3:Report_IT_Audit_2025.pdf#p1[0.242515],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-007,development,report,en,hard,comparison,How did customer churn change from Q2 to Q3 2025?,True,report_q3_2025_performance.pdf,report_q3_2025_performance.pdf#p1,1,1,1.0,1.0,,,147.628,14,0.795097,1:Report_Q3_2025_Performance.pdf#p1[0.795097] | 2:Report_CSAT_2025.pdf#p1[0.48749] | 3:FAQ_HR.txt#p1[0.372915] | 4:SOP_Customer_Complaint.pdf#p1[0.362456] | 5:Report_Incident_Postmortem.pdf#p1[0.321008] | 6:Report_Security_Review_2025.pdf#p1[0.311047] | 7:TECH_Data_Retention.txt#p1[0.299596] | 8:TECH_Database_Schema.txt#p1[0.297465] | 9:Report_Network_Capacity.pdf#p1[0.294872] | 10:Report_Hiring_H1_2025.pdf#p1[0.270249] | 11:Report_Financial_FY2025.pdf#p1[0.258216] | 12:Report_IT_Audit_2025.pdf#p1[0.243188] | 13:FAQ_IT_Support.txt#p1[0.241342] | 14:FAQ_Facilities.txt#p1[0.226189],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-001,development,sop,en,hard,multi_fact,"How often are internal-system access rights reviewed, and when are dormant accounts disabled?",True,sop_access_provisioning.pdf,sop_access_provisioning.pdf#p1,1,1,1.0,1.0,,,195.845,16,0.78,1:SOP_Access_Provisioning.pdf#p1[0.78] | 2:Policy_Password.docx#p1[0.327136] | 3:SOP_Offboarding.pdf#p1[0.312449] | 4:Report_IT_Audit_2025.pdf#p1[0.312401] | 5:TECH_Data_Retention.txt#p1[0.306787] | 6:Policy_Data_Security.docx#p1[0.291515] | 7:TECH_Internal_API_Guide.txt#p1[0.280942] | 8:Report_Incident_Postmortem.pdf#p1[0.275055] | 9:Policy_Information_Classification.docx#p1[0.270114] | 10:Policy_BYOD.docx#p1[0.266258] | 11:SOP_Expense_Reimbursement.pdf#p1[0.246462] | 12:FAQ_Facilities.txt#p1[0.239617] | 13:Report_Network_Capacity.pdf#p1[0.236141] | 14:Report_Security_Review_2025.pdf#p1[0.234604] | 15:FAQ_IT_Support.txt#p1[0.233778] | 16:SOP_Data_Backup.pdf#p1[0.220821],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-002,development,sop,en,easy,service_level,Within how long must a customer complaint receive its first response?,True,sop_customer_complaint.pdf,sop_customer_complaint.pdf#p1,1,1,1.0,1.0,,,228.532,19,0.803855,1:SOP_Customer_Complaint.pdf#p1[0.803855] | 2:SOP_IT_Incident_Handling.pdf#p1[0.412446] | 3:FAQ_Onboarding.txt#p1[0.360592] | 4:SOP_Expense_Reimbursement.pdf#p1[0.345623] | 5:TECH_Data_Retention.txt#p1[0.339831] | 6:Report_Incident_Postmortem.pdf#p1[0.313231] | 7:SOP_Procurement.pdf#p1[0.279615] | 8:Report_CSAT_2025.pdf#p1[0.266095] | 9:SOP_Onboarding.pdf#p1[0.265728] | 10:SOP_Leave_Request.pdf#p1[0.256729] | 11:SOP_Offboarding.pdf#p1[0.256712] | 12:Report_Q3_2025_Performance.pdf#p1[0.255028] | 13:Report_Hiring_H1_2025.pdf#p1[0.254643] | 14:Policy_Anti_Harassment.docx#p1[0.254335] | 15:TECH_Internal_API_Guide.txt#p1[0.249371] | 16:Report_Security_Review_2025.pdf#p1[0.235677] | 17:SOP_Access_Provisioning.pdf#p1[0.234988] | 18:TECH_Database_Schema.txt#p1[0.226998] | 19:Policy_Code_of_Conduct.docx#p1[0.22467],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-003,development,sop,en,medium,multi_fact,"How often are production databases backed up, and when does the nightly full backup run?",True,sop_data_backup.pdf,sop_data_backup.pdf#p1,1,1,1.0,1.0,,,236.31,9,0.83421,1:SOP_Data_Backup.pdf#p1[0.83421] | 2:TECH_Deployment_Runbook.txt#p1[0.331709] | 3:TECH_Data_Retention.txt#p1[0.289974] | 4:FAQ_Remote_Work.txt#p1[0.265383] | 5:Report_IT_Audit_2025.pdf#p1[0.238913] | 6:SOP_Expense_Reimbursement.pdf#p1[0.234912] | 7:Report_Financial_FY2025.pdf#p1[0.223797] | 8:TECH_Disaster_Recovery.txt#p1[0.223486] | 9:SOP_Access_Provisioning.pdf#p1[0.220921],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-004,development,sop,id,medium,requirement,Untuk pengeluaran sebesar berapa bukti pembayaran asli wajib disertakan?,True,sop_expense_reimbursement.pdf,sop_expense_reimbursement.pdf#p1,1,1,1.0,1.0,,,227.366,5,0.362401,1:SOP_Expense_Reimbursement.pdf#p1[0.362401] | 2:Report_IT_Audit_2025.pdf#p1[0.23759] | 3:SOP_Procurement.pdf#p1[0.234356] | 4:Policy_Procurement_Threshold.docx#p1[0.22866] | 5:Report_Financial_FY2025.pdf#p1[0.22219],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-005,development,sop,en,hard,service_level,What are the acknowledgement and resolution targets for a P1 incident?,True,sop_it_incident_handling.pdf,sop_it_incident_handling.pdf#p1,1,1,1.0,1.0,,,220.004,7,0.766231,1:SOP_IT_Incident_Handling.pdf#p1[0.766231] | 2:SOP_Customer_Complaint.pdf#p1[0.518336] | 3:Report_Incident_Postmortem.pdf#p1[0.359595] | 4:TECH_Disaster_Recovery.txt#p1[0.33915] | 5:Report_IT_Audit_2025.pdf#p1[0.247498] | 6:Policy_Anti_Harassment.docx#p1[0.22843] | 7:Report_Security_Review_2025.pdf#p1[0.227077],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-006,development,sop,en,medium,approval,What additional approval is required for leave longer than five consecutive days?,True,sop_leave_request.pdf,sop_leave_request.pdf#p1,1,1,1.0,1.0,,,212.164,16,0.787599,1:SOP_Leave_Request.pdf#p1[0.787599] | 2:Policy_Leave.docx#p1[0.620395] | 3:TECH_Data_Retention.txt#p1[0.381577] | 4:SOP_Expense_Reimbursement.pdf#p1[0.378946] | 5:Policy_WFH.docx#p1[0.352227] | 6:FAQ_Remote_Work.txt#p1[0.341362] | 7:SOP_Offboarding.pdf#p1[0.319528] | 8:SOP_Travel_Booking.pdf#p1[0.302484] | 9:SOP_Onboarding.pdf#p1[0.295611] | 10:Report_Hiring_H1_2025.pdf#p1[0.285046] | 11:Report_Incident_Postmortem.pdf#p1[0.282137] | 12:SOP_Access_Provisioning.pdf#p1[0.246269] | 13:FAQ_Onboarding.txt#p1[0.245212] | 14:Policy_Password.docx#p1[0.243625] | 15:SOP_Data_Backup.pdf#p1[0.238641] | 16:Policy_Procurement_Threshold.docx#p1[0.228642],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-007,development,sop,id,easy,service_level,Berapa lama batas waktu IT untuk mencabut seluruh akses sistem karyawan yang keluar?,True,sop_offboarding.pdf,sop_offboarding.pdf#p1,2,2,0.5,0.5,,,212.066,20,0.401588,1:SOP_Access_Provisioning.pdf#p1[0.401588] | 2:SOP_Offboarding.pdf#p1[0.394977] | 3:Policy_Leave.docx#p1[0.387039] | 4:TECH_Data_Retention.txt#p1[0.385203] | 5:SOP_Leave_Request.pdf#p1[0.38133] | 6:Report_Incident_Postmortem.pdf#p1[0.374202] | 7:Report_Hiring_H1_2025.pdf#p1[0.348988] | 8:SOP_Onboarding.pdf#p1[0.313382] | 9:Policy_WFH.docx#p1[0.306022] | 10:Policy_Password.docx#p1[0.305116] | 11:TECH_Internal_API_Guide.txt#p1[0.304144] | 12:FAQ_Remote_Work.txt#p1[0.302267] | 13:SOP_Expense_Reimbursement.pdf#p1[0.28264] | 14:SOP_Data_Backup.pdf#p1[0.280058] | 15:FAQ_IT_Support.txt#p1[0.255057] | 16:SOP_Customer_Complaint.pdf#p1[0.252354] | 17:SOP_IT_Incident_Handling.pdf#p1[0.248818] | 18:Policy_BYOD.docx#p1[0.247103] | 19:Report_Network_Capacity.pdf#p1[0.232854] | 20:Policy_Data_Security.docx#p1[0.232501],0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-001,development,technical,en,easy,requirement,What minimum unit-test coverage is required before code can be merged?,True,tech_cicd_pipeline.txt,tech_cicd_pipeline.txt#p1,1,1,1.0,1.0,,,207.418,6,0.649338,1:TECH_CICD_Pipeline.txt#p1[0.649338] | 2:TECH_Data_Retention.txt#p1[0.258881] | 3:SOP_Data_Backup.pdf#p1[0.25303] | 4:FAQ_Benefits.txt#p1[0.241808] | 5:TECH_Internal_API_Guide.txt#p1[0.226003] | 6:SOP_IT_Incident_Handling.pdf#p1[0.225691],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
