ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Pipeline Failed,Failure Category,Failure Stage,Failure Reason,Rejected Native Answer,Citation Validation,Generation Mode,Pipeline Error,Context Count Before Failure,Retrieval Mode,Retrieval Query,Backend Build Version,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Question Keyword Coverage,Question+Answer Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Citation Precision,Citation Recall,Citation F1,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,Top-1 Accuracy,NDCG@K,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,System Confidence,Backend Response Time (ms),Client Response Time (ms),Estimated Sequential E2E (ms),Context Fingerprint
EN-011,ollama,qwen3-custom:latest,EN,True,What are the password requirements?,"At least 12 characters with upper, lower, number, and symbol; changed every 90 days.",12 characters | upper lower number symbol | 90 days,"Passwords must be at least 12 characters and include upper case, lower case, a number, and a symbol.",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,,,,{},native_model,,2,evaluation_snapshot,What are the password requirements?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.4667,0.3333,0.0,0.3333,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7053.56,0.0,,,SKIPPED,0.6102,3976,4001.98,11055.54,76b012b3543ed8e1
EN-012,ollama,qwen3-custom:latest,EN,True,What is the domestic meal per diem?,"IDR 250,000 per day.","IDR 250,000 | per day","The domestic meal per diem is IDR 250,000 per day.",Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,0,,,,,{},native_model,,1,evaluation_snapshot,What is the domestic meal per diem?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.5714,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7116.51,0.0,,,SKIPPED,0.01,2903,2912.64,10029.15,42b68bccebe578fa
EN-013,ollama,qwen3-custom:latest,EN,True,What was Q3 2025 revenue?,"IDR 42.5 billion, up 12% over Q2 2025.",IDR 42.5 billion | 12% | Q2 2025,Q3 2025 revenue was IDR 42.5 billion.,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,What was Q3 2025 revenue?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.5333,0.3333,0.0,0.3333,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5911.93,0.0,,,SKIPPED,0.9104,2670,2679.67,8591.6,8d643bcde2935316
EN-014,ollama,qwen3-custom:latest,EN,True,What was the root cause of the October 2025 outage?,An expired TLS certificate on the API gateway.,expired TLS certificate | API gateway,The root cause of the October 2025 outage was an expired TLS certificate on the API gateway.,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,What was the root cause of the October 2025 outage?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.64,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6755.15,0.0,,,SKIPPED,0.7017,3014,3022.53,9777.68,f696eb004287d0fd
EN-015,ollama,qwen3-custom:latest,EN,True,What was the 2025 overall CSAT score?,"87%, up from 83% in 2024.",87% | 83% | 2024,The 2025 overall CSAT score was 87%. This score represents an increase from the 83% recorded in 2024.,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,What was the 2025 overall CSAT score?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.4167,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6334.36,0.0,,,SKIPPED,0.01,3974,3982.8,10317.16,5568ea8523f14966
EN-016,ollama,qwen3-custom:latest,EN,True,How many security incidents occurred in 2025?,"3 reportable incidents, none resulting in data loss.",3 reportable incidents | no data loss,There were 3 reportable security incidents in 2025. None of these incidents resulted in data loss.,Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,How many security incidents occurred in 2025?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.4545,0.5,0.0,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6746.56,0.0,,,SKIPPED,0.8658,3587,3609.73,10356.29,6f7b0ffcd1393c63
EN-017,ollama,qwen3-custom:latest,EN,True,What was full-year 2025 revenue?,"IDR 158 billion, with a 14% net profit margin.",IDR 158 billion | 14% | net profit margin,Full-year 2025 revenue was IDR 158 billion.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,What was full-year 2025 revenue?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.3529,0.3333,0.0,0.3333,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6656.79,0.0,,,SKIPPED,0.9098,2590,2598.56,9255.35,3b5fafbea60f76b6
EN-018,ollama,qwen3-custom:latest,EN,True,What database does the platform use?,"PostgreSQL 15, with Redis for caching.",PostgreSQL 15 | Redis | caching,"The platform uses PostgreSQL 15 as its primary database. Redis is also used for caching, but it is not the primary database.",TECH_System_Architecture.txt,TECH_System_Architecture.txt,TECH_System_Architecture.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What database does the platform use?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.3571,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6871.53,0.0,,,SKIPPED,0.8088,3925,3933.3,10804.83,74f3c20a212f51bd
EN-019,ollama,qwen3-custom:latest,EN,True,How long are internal API tokens valid?,60 minutes.,60 minutes,Internal API tokens are valid for 60 minutes.,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,0,,,,,{},native_model,,1,evaluation_snapshot,How long are internal API tokens valid?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.4,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7225.71,0.0,,,SKIPPED,0.837,2295,2315.9,9541.61,a2397461ae72a28d
EN-020,ollama,qwen3-custom:latest,EN,True,What are the RTO and RPO?,RTO is 4 hours and RPO is 1 hour.,RTO 4 hours | RPO 1 hour,The recovery time objective (RTO) is 4 hours and the recovery point objective (RPO) is 1 hour.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What are the RTO and RPO?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.6923,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7808.48,0.0,,,SKIPPED,0.0101,3695,3703.03,11511.51,cf982f6703d73605
EN-021,ollama,qwen3-custom:latest,EN,True,What is the API availability SLO?,99.9% per month.,99.9% | month,The API availability SLO is 99.9% per month.,TECH_Monitoring_Guide.txt,TECH_Monitoring_Guide.txt,TECH_Monitoring_Guide.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What is the API availability SLO?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.5455,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7537.44,0.0,,,SKIPPED,0.9077,2649,2658.3,10195.74,9ad336bbe2f3bea9
EN-022,ollama,qwen3-custom:latest,EN,True,How long are audit logs retained?,7 years.,7 years,Audit logs are retained for 7 years.,TECH_Data_Retention.txt,TECH_Data_Retention.txt,TECH_Data_Retention.txt,0,,,,,{},native_model,,1,evaluation_snapshot,How long are audit logs retained?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.4444,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6258.12,0.0,,,SKIPPED,0.8906,2106,2114.68,8372.8,b722667f4078c87e
EN-023,ollama,qwen3-custom:latest,EN,True,What unit-test coverage is required to merge code?,At least 80%.,at least 80%,A minimum of 80% unit-test coverage is required to merge. This requirement is explicitly stated in the evidence.,TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What unit-test coverage is required to merge code?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.0909,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7476.97,0.0,,,SKIPPED,0.9044,3285,3293.33,10770.3,174029824249b250
EN-024,ollama,qwen3-custom:latest,EN,True,How do I reset my password?,Raise a ticket to the IT Helpdesk via the portal; processed within 1x24 hours.,IT Helpdesk | portal | 1x24 hours,"To reset your password, raise a ticket to the IT Helpdesk via the portal; resets are processed within 1x24 hours.",FAQ_IT_Support.txt,FAQ_IT_Support.txt | Policy_Password.docx,FAQ_IT_Support.txt,0,,,,,{},native_model,,2,evaluation_snapshot,How do I reset my password?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.8235,1.0,0.0,1.0,,,0.5,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7083.94,0.0,,,SKIPPED,0.9041,4018,4029.35,11113.29,139c5c259b1ead03
EN-025,ollama,qwen3-custom:latest,EN,True,When is payday?,The 25th of each month (prior working day if a holiday).,25th | prior working day | holiday,"Payday is on the 25th of each month. If the 25th is a holiday, payment is made on the prior working day.",FAQ_Payroll.txt,FAQ_Payroll.txt,FAQ_Payroll.txt,0,,,,,{},native_model,,1,evaluation_snapshot,When is payday?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.6667,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7272.15,0.0,,,SKIPPED,0.9073,4048,4056.4,11328.55,969950e9cf2d19de
EN-026,ollama,qwen3-custom:latest,EN,True,What is the mailbox size limit?,50 GB.,50 GB,The standard mailbox quota is 50 GB.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What is the mailbox size limit?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.4444,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7994.28,0.0,,,SKIPPED,0.9071,1980,1988.51,9982.79,829c81bc6a8aa970
EN-027,ollama,qwen3-custom:latest,EN,True,What should I bring on my first day?,"A valid ID, NPWP (tax ID), and bank account details.",valid ID | NPWP | bank account details,"A valid ID, your tax ID (NPWP), and bank account details.",FAQ_Onboarding.txt,FAQ_Onboarding.txt,FAQ_Onboarding.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What should I bring on my first day?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.9524,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8981.14,0.0,,,SKIPPED,0.8997,2805,2829.54,11810.68,c6371f75ee7cd742
EN-028,ollama,qwen3-custom:latest,EN,True,Is there a home-office allowance?,"Yes, a one-time allowance of IDR 1,500,000.","IDR 1,500,000 | one-time allowance","Yes, there is a home-office allowance. The allowance is a one-time payment of IDR 1,500,000.",FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,0,,,,,{},native_model,,1,evaluation_snapshot,Is there a home-office allowance?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.64,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,7701.57,0.0,,,SKIPPED,0.848,4170,4178.81,11880.38,0d8a11b18fed6e81
EN-029,ollama,qwen3-custom:latest,EN,True,What is the replacement fee for an access card?,"IDR 50,000.","IDR 50,000","The replacement fee for an access card is IDR 50,000. This fee applies when requesting a replacement at the front desk.",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What is the replacement fee for an access card?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.1739,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8003.66,0.0,,,SKIPPED,0.9046,3981,3988.88,11992.54,2ff04c2ba0ea1367
EN-030,ollama,qwen3-custom:latest,EN,True,How many new enterprise customers were added in Q3 2025?,"18, bringing the total to 214.",18 | 214,The company added 18 new enterprise customers in Q3 2025. This is explicitly stated in the evidence.,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,How many new enterprise customers were added in Q3 2025?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.1739,0.5,0.0,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6810.94,0.0,,,SKIPPED,0.8638,3970,3982.8,10793.74,8d643bcde2935316
EN-031,ollama,qwen3-custom:latest,EN,True,How many dependents are covered by the company health insurance plan?,The company health insurance plan covers employees and up to three dependents.,up to 3 dependents | health insurance,Employees and up to 3 dependents are covered by the company health insurance plan. The maximum number of dependents covered is 3.,FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,,,,{},native_model,,1,evaluation_snapshot,How many dependents are covered by the company health insurance plan?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.6471,1.0,0.5,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8909.99,0.0,,,SKIPPED,0.8617,4019,4028.58,12938.57,c6f25911ed0ef96f
EN-032,ollama,qwen3-custom:latest,EN,True,What is the standard employee mailbox quota?,The standard mailbox quota is 50 GB.,50 GB | mailbox quota,The standard employee mailbox quota is 50 GB.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What is the standard employee mailbox quota?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.9333,1.0,0.5,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8573.17,0.0,,,SKIPPED,0.8606,2136,2143.98,10717.15,829c81bc6a8aa970
EN-033,ollama,qwen3-custom:latest,EN,True,How much does a replacement employee access card cost?,"A replacement access card costs IDR 50,000.","IDR 50,000 | replacement access card","A replacement employee access card costs IDR 50,000. The fee applies when requesting a replacement at the front desk.",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,,{},native_model,,1,evaluation_snapshot,How much does a replacement employee access card cost?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.5385,1.0,0.5,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,9287.38,0.0,,,SKIPPED,0.5925,3460,3468.19,12755.57,2ff04c2ba0ea1367
EN-034,ollama,qwen3-custom:latest,EN,True,Where and when can employees find their payslips?,Payslips are available after the 25th in the HR portal under My Documents.,HR portal | My Documents | after the 25th,"Employees can find their payslips in the HR portal under My Documents after the 25th. The exact date is not specified, but access is available following the 25th of the month.",FAQ_HR.txt,FAQ_HR.txt,FAQ_HR.txt,0,,,,,{},native_model,,1,evaluation_snapshot,Where and when can employees find their payslips?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.5455,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8077.77,0.0,,,SKIPPED,0.7784,5174,5184.59,13262.36,70dbdb26de7bd0f2
EN-035,ollama,qwen3-custom:latest,EN,True,What documents or details should a new employee bring on the first day?,"A new employee should bring a valid ID, a tax ID or NPWP, and bank account details.",valid ID | NPWP | bank account details,"A new employee should bring a valid ID, their tax ID (NPWP), and bank account details on the first day. These documents are explicitly required as per the evidence.",FAQ_Onboarding.txt,FAQ_Onboarding.txt,FAQ_Onboarding.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What documents or details should a new employee bring on the first day?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.6522,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,9232.65,0.0,,,SKIPPED,0.733,4860,4870.31,14102.96,c6371f75ee7cd742
EN-036,ollama,qwen3-custom:latest,EN,True,When is salary paid if the 25th falls on a holiday?,Salary is paid on the prior working day when the 25th is a holiday.,prior working day | 25th | holiday,"If the 25th falls on a holiday, salary is paid on the prior working day.",FAQ_Payroll.txt,FAQ_Payroll.txt,FAQ_Payroll.txt,0,,,,,{},native_model,,1,evaluation_snapshot,When is salary paid if the 25th falls on a holiday?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.8276,1.0,0.6667,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,9901.02,0.0,,,SKIPPED,0.8269,2929,2937.7,12838.72,3c2942574fc51dd5
EN-037,ollama,qwen3-custom:latest,EN,True,What should an employee do after receiving a suspicious email?,The employee should not click any links and should report the email using the Report Phishing button.,not click any links | Report Phishing button,Do not click links; report it using the Report Phishing button.,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,FAQ_Security_Awareness.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What should an employee do after receiving a suspicious email?,rag-bilingual-eval-v18-20260802,0,,0,0,0,0,0.0,0.6429,0.5,0.0,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,8004.54,0.0,,,SKIPPED,0.8219,2782,2789.94,10794.48,876a9827e5506b58
