id,split,category,language,difficulty,question_type,question,used_query,answerable,expected_documents,expected_pages,first_relevant_document_rank,first_relevant_page_rank,document_mrr,page_mrr,returned_no_result,retrieval_false_positive,latency_ms,retrieved_chunk_count,top_score,top_base_score,top_reranker_score,top_evidence_score,top_evidence_supported,top_evidence_missing_concepts,top_evidence_hard_failures,retrieved_documents,document_hit@1,document_precision@1,document_recall@1,document_hit@3,document_precision@3,document_recall@3,document_hit@5,document_precision@5,document_recall@5,page_hit@1,page_precision@1,page_recall@1,page_hit@3,page_precision@3,page_recall@3,page_hit@5,page_precision@5,page_recall@5
POL-004,development,policy,en,hard,requirement,"If an engineer accidentally leaves a laptop containing unencrypted client records at a coffee shop at 2:00 PM, what is the absolute latest time they can notify the company, and how?","If an engineer accidentally leaves a laptop containing unencrypted client records at a coffee shop at 2:00 PM, what is the absolute latest time they can notify the company, and how?",True,policy_data_security.docx,policy_data_security.docx#p1,,,0.0,0.0,,,1940.097,3,0.35644,0.548171,9.2e-05,0.85,True,,,1:SOP_Offboarding.pdf#p1[0.35644] | 2:FAQ_Security_Awareness.txt#p1[0.350247] | 3:FAQ_IT_Support.txt#p1[0.309167],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL-005,development,policy,en,medium,list,What are the four tiers of data sensitivity recognized by the organization?,information classification levels public internal confidential restricted,True,policy_information_classification.docx,policy_information_classification.docx#p1,1,1,1.0,1.0,,,1139.529,1,0.926666,0.86,0.924955,1.0,True,,,1:Policy_Information_Classification.docx#p1[0.926666],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-006,development,policy,id,medium,factual,"Jika menjelang akhir tahun saya masih memiliki jatah cuti 10 hari yang belum terpakai, berapa hari yang akan hangus?",maximum unused annual leave carry over policy 6 days,True,policy_leave.docx,policy_leave.docx#p1,1,1,1.0,1.0,,,1341.16,1,0.948385,0.818809,0.991687,1.0,True,,,1:Policy_Leave.docx#p1[0.948385],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
POL-007,development,policy,id,hard,multi_fact,"Jika saya membuat kredensial akun sepanjang 10 karakter, mengandung angka, huruf besar, dan simbol, apakah itu sudah mematuhi standar keamanan perusahaan?",password policy requirements complexity 12 characters rotation 90 days,True,policy_password.docx,policy_password.docx#p1,1,1,1.0,1.0,,,1418.439,2,0.927488,0.810069,0.978436,0.951429,True,,,1:Policy_Password.docx#p1[0.927488] | 2:FAQ_IT_Support.txt#p1[0.317995],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-001,development,report,en,hard,multi_fact,"Did client satisfaction and brand loyalty metrics improve in 2025 compared to the previous year, and what were the exact final figures?",CSAT 2025 score increase Net Promoter Score NPS metrics,True,report_csat_2025.pdf,report_csat_2025.pdf#p1,1,1,1.0,1.0,,,1150.645,1,0.936663,0.819994,0.999484,0.85,True,,,1:Report_CSAT_2025.pdf#p1[0.936663],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-002,development,report,en,medium,multi_fact,"Of the total turnover generated by the company throughout 2025, what percentage was successfully converted into net profit?",FY2025 total revenue net profit margin percentage,True,report_financial_fy2025.pdf,report_financial_fy2025.pdf#p1,1,1,1.0,1.0,,,1360.33,2,0.934176,0.817121,0.988358,0.951429,True,,,1:Report_Financial_FY2025.pdf#p1[0.934176] | 2:Report_Q3_2025_Performance.pdf#p1[0.332074],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-003,development,report,en,medium,multi_fact,"How many new talents joined the workforce between January and June of 2025, and what is the current total staff count?",H1 2025 total hiring headcount employees,True,report_hiring_h1_2025.pdf,report_hiring_h1_2025.pdf#p1,1,1,1.0,1.0,,,1339.387,1,0.963211,0.86,0.99992,1.0,True,,,1:Report_Hiring_H1_2025.pdf#p1[0.963211],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-004,development,report,en,hard,multi_fact,"Of the total technology compliance issues discovered during the 2025 assessment, how many were deemed critical risks versus acceptable risks?",IT audit 2025 findings severity high medium low,True,report_it_audit_2025.pdf,report_it_audit_2025.pdf#p1,1,1,1.0,1.0,,,1165.356,1,0.922781,0.78,0.999663,0.914286,True,,,1:Report_IT_Audit_2025.pdf#p1[0.922781],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-005,development,report,en,medium,causal,"What technical incident caused clients to lose platform access in mid-October 2025, and what was the root cause?",incident postmortem root cause expired TLS certificate API gateway,True,report_incident_postmortem.pdf,report_incident_postmortem.pdf#p1,1,1,1.0,1.0,,,1455.86,1,0.963134,0.86,0.999761,1.0,True,,,1:Report_Incident_Postmortem.pdf#p1[0.963134],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-006,development,report,id,medium,factual,"Pada bulan apa infrastruktur perusahaan berada di bawah beban bandwidth terberat selama 2025, dan berapa persentasenya?",peak network utilization 2025 percentage month,True,report_network_capacity.pdf,report_network_capacity.pdf#p1,1,1,1.0,1.0,,,1031.681,1,0.946217,0.847227,0.999519,0.8,True,,,1:Report_Network_Capacity.pdf#p1[0.946217],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
REP-007,development,report,id,hard,comparison,"Dengan selisih margin yang tepat, seberapa besar tingkat pengunduran diri klien kita membaik menjelang kuartal ketiga 2025?",customer churn comparison Q2 vs Q3 2025 percentage decrease,True,report_q3_2025_performance.pdf,report_q3_2025_performance.pdf#p1,1,1,1.0,1.0,,,1116.766,2,0.912966,0.761136,0.994721,0.235,False,reduction,,1:Report_Q3_2025_Performance.pdf#p1[0.912966] | 2:Report_Sustainability_2025.pdf#p1[0.353036],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-001,development,sop,en,hard,multi_fact,"If a user has not logged into the CMS since January 1st, will their profile still be active on May 1st, and how often is their entitlement audited?",dormant accounts disable 90 days access rights review 6 months,True,sop_access_provisioning.pdf,sop_access_provisioning.pdf#p1,1,1,1.0,1.0,,,1244.486,2,0.940605,0.78,0.996625,1.0,True,,,1:SOP_Access_Provisioning.pdf#p1[0.940605] | 2:SOP_Offboarding.pdf#p1[0.311081],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-002,development,sop,en,easy,service_level,"If a client submits a grievance on Friday afternoon, by when are we contractually obligated to provide an initial reply?",customer complaint SLA first response 1 business day,True,sop_customer_complaint.pdf,sop_customer_complaint.pdf#p1,1,1,1.0,1.0,,,1312.149,1,0.922441,0.78,0.99914,0.914286,True,,,1:SOP_Customer_Complaint.pdf#p1[0.922441],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-003,development,sop,en,medium,multi_fact,"At what exact hour does the primary storage array run its heavy comprehensive snapshot, and what is the interval for incremental saves?",production databases full backup nightly 01:00 WIB every 6 hours,True,sop_data_backup.pdf,sop_data_backup.pdf#p1,1,1,1.0,1.0,,,1142.747,1,0.963199,0.86,0.999896,1.0,True,,,1:SOP_Data_Backup.pdf#p1[0.963199],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-004,development,sop,en,hard,requirement,"Am I permitted to claim a team lunch expense of IDR 120,000 using only a digital photo of the receipt sent via WhatsApp?","expense reimbursement original receipts above IDR 150,000 threshold",True,sop_expense_reimbursement.pdf,sop_expense_reimbursement.pdf#p1,1,1,1.0,1.0,,,1385.03,1,0.913122,0.78,0.949936,0.981111,True,,,1:SOP_Expense_Reimbursement.pdf#p1[0.913122],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-005,development,sop,en,hard,service_level,"If the main payment gateway goes offline completely (critical severity), what is the maximum permissible delay before the engineering team starts working on it, and when must operations be restored?",P1 incident SLA acknowledgment 15 minutes resolution 4 hours,True,sop_it_incident_handling.pdf,sop_it_incident_handling.pdf#p1,1,1,1.0,1.0,,,1348.776,2,0.896786,0.706785,0.997446,0.9,True,,,1:SOP_IT_Incident_Handling.pdf#p1[0.896786] | 2:Report_Incident_Postmortem.pdf#p1[0.342213],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-006,development,sop,id,medium,approval,Apakah mengambil liburan berturut-turut selama dua minggu memerlukan tanda tangan di luar atasan langsung saya?,leave request approval longer than 5 days department head,True,sop_leave_request.pdf,sop_leave_request.pdf#p1,1,1,1.0,1.0,,,1037.505,1,0.962977,0.86,0.99944,1.0,True,,,1:SOP_Leave_Request.pdf#p1[0.962977],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
SOP-007,development,sop,id,medium,service_level,"Jika seorang karyawan menyerahkan laptopnya dan resmi resign pada pukul 15.00, paling lambat jam berapa akun email dan GitHub-nya harus dimatikan?",offboarding system access revoke within 2 hours exit time,True,sop_offboarding.pdf,sop_offboarding.pdf#p1,1,1,1.0,1.0,,,747.291,1,0.944371,0.789649,0.999155,1.0,True,,,1:SOP_Offboarding.pdf#p1[0.944371],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-001,development,technical,en,easy,requirement,"If an automated testing suite reports 75% execution against the codebase, will the CI/CD pipeline allow the branch integration?",CI/CD pipeline merge requirements unit test coverage 80%,True,tech_cicd_pipeline.txt,tech_cicd_pipeline.txt#p1,1,1,1.0,1.0,,,505.925,1,0.941922,0.78,0.999328,1.0,True,,,1:TECH_CICD_Pipeline.txt#p1[0.941922],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-002,development,technical,en,easy,requirement,Is it permissible to self-approve a PR and merge to master without peer validation?,pull request approving review peer validation coding standards,True,tech_coding_standards.txt,tech_coding_standards.txt#p1,1,1,1.0,1.0,,,1195.811,1,0.901674,0.78,0.967191,0.85,True,,,1:TECH_Coding_Standards.txt#p1[0.901674],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-003,development,technical,en,medium,factual,"To comply with legal hold requests, what is the mandatory preservation period for system action histories?",audit logs data retention legal hold 7 years,True,tech_data_retention.txt,tech_data_retention.txt#p1,1,1,1.0,1.0,,,1374.653,1,0.943879,0.811444,0.998866,0.975714,True,,,1:TECH_Data_Retention.txt#p1[0.943879],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-004,development,technical,en,medium,schema,"In our relational architecture, which foreign key establishes the relationship between a buyer's profile and their transaction history?",database schema foreign key orders table customers table customer_id,True,tech_database_schema.txt,tech_database_schema.txt#p1,1,1,1.0,1.0,,,1133.514,1,0.92491,0.80046,0.991922,0.85,True,,,1:TECH_Database_Schema.txt#p1[0.92491],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-005,development,technical,en,hard,multi_fact,"If an engineering lead wants to push a hotfix live on a Wednesday afternoon, does this align with the standard release windows?",production deployments scheduled release window Tuesdays Thursdays 20:00-22:00 WIB,True,tech_deployment_runbook.txt,tech_deployment_runbook.txt#p1,1,1,1.0,1.0,,,1530.057,2,0.923325,0.78,0.999642,0.925,True,,,1:TECH_Deployment_Runbook.txt#p1[0.923325] | 2:SOP_Data_Backup.pdf#p1[0.366261],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
TECH-006,development,technical,id,hard,multi_hop,"Berapa lama maksimal layanan backend boleh lumpuh total sebelum melanggar target RTO, dan berapa SLA bulanan untuk ketersediaan API kita?","How long can the backend service be completely down before violating the RTO target, and what is the monthly SLA for our API availability?",True,tech_disaster_recovery.txt | tech_monitoring_guide.txt,tech_disaster_recovery.txt#p1 | tech_monitoring_guide.txt#p1,1,1,1.0,1.0,,,1520.283,1,0.408704,0.716556,0.009454,0.864,True,,,1:TECH_Disaster_Recovery.txt#p1[0.408704],1.0,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.2,0.5,1.0,1.0,0.5,1.0,0.3333333333333333,0.5,1.0,0.2,0.5
TECH-007,development,technical,id,hard,multi_fact,"Jika sebuah layanan mikro melakukan 120 panggilan dalam 60 detik menggunakan token otentikasi yang dibuat dua jam lalu, dua kesalahan keamanan spesifik apa yang akan ditimbulkan?",internal API rate limit 100 requests token expiration 60 minutes,True,tech_internal_api_guide.txt,tech_internal_api_guide.txt#p1,1,1,1.0,1.0,,,1394.901,1,0.955479,0.830916,0.99972,1.0,True,,,1:TECH_Internal_API_Guide.txt#p1[0.955479],1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.2,1.0
NEG-001,development,negative,en,hard,unanswerable,How many extra days of paid paternity leave are explicitly granted to male employees when their spouse gives birth?,Berapa hari tambahan cuti berbayar (paternity leave) yang secara eksplisit diberikan kepada karyawan pria saat pasangannya melahirkan?,False,,,,,0.0,0.0,True,False,1944.737,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NEG-002,development,negative,en,medium,unanswerable,Does the corporate cafeteria provide a monthly lunch allowance or subsidy for full-time internal staff?,Does the corporate cafeteria provide a monthly lunch allowance or subsidy for full-time internal staff?,False,,,,,0.0,0.0,True,False,1314.751,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NEG-003,development,negative,en,hard,unanswerable,"Based on current market conditions, what is the projected gross revenue of the enterprise for the full fiscal year 2026?","Based on current market conditions, what is the projected gross revenue of the enterprise for the full fiscal year 2026?",False,,,,,0.0,0.0,True,False,1537.069,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NEG-004,development,negative,en,hard,unanswerable,Does the company provide a dedicated relocation allowance program for engineers transferred to the Tokyo branch office?,Does the company provide a dedicated relocation allowance program for engineers transferred to the Tokyo branch office?,False,,,,,0.0,0.0,True,False,1636.071,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
NEG-005,development,negative,en,medium,unanswerable,What is the absolute minimum supported version of the macOS operating system permitted to connect a personal MacBook to the corporate VPN?,What is the absolute minimum supported version of the macOS operating system permitted to connect a personal MacBook to the corporate VPN?,False,,,,,0.0,0.0,True,False,1483.921,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
