ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Pipeline Failed,Failure Category,Failure Stage,Failure Reason,Rejected Native Answer,Citation Validation,Generation Mode,Pipeline Error,Context Count Before Failure,Retrieval Mode,Retrieval Query,Backend Build Version,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Question Keyword Coverage,Question+Answer Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Citation Precision,Citation Recall,Citation F1,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,Top-1 Accuracy,NDCG@K,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,System Confidence,Backend Response Time (ms),Client Response Time (ms),Estimated Sequential E2E (ms),Context Fingerprint
EN-011,gemini,gemini-3.5-flash,EN,True,What are the password requirements?,"At least 12 characters with upper, lower, number, and symbol; changed every 90 days.",12 characters | upper lower number symbol | 90 days,"Passwords must be at least 12 characters long and include upper case, lower case, a number, and a symbol. Additionally, passwords must be changed every",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,,,,{},native_model,,2,evaluation_snapshot,What are the password requirements?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4865,0.3333,0.0,0.3333,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5400.15,0.0,,,SKIPPED,0.6102,8519,8529.93,13930.08,76b012b3543ed8e1
EN-012,gemini,gemini-3.5-flash,EN,True,What is the domestic meal per diem?,"IDR 250,000 per day.","IDR 250,000 | per day","The domestic meal per diem is IDR 250,000 per day.",Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,0,,,,,{},native_model,,1,evaluation_snapshot,What is the domestic meal per diem?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.5714,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5083.86,0.0,,,SKIPPED,0.01,4200,4209.25,9293.11,42b68bccebe578fa
EN-013,gemini,gemini-3.5-flash,EN,True,What was Q3 2025 revenue?,"IDR 42.5 billion, up 12% over Q2 2025.",IDR 42.5 billion | 12% | Q2 2025,"Q3 2025 revenue was IDR 42.5 billion. This figure represents a 12% increase compared to the revenue recorded in Q2 2025. During this same quarter, the company acquired 18 new enterprise customers, bringing its total customer base to 214. Additionally, the customer churn rate improved to 2.1%, down from 2.8% in the previous quarter.",Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,What was Q3 2025 revenue?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.1935,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4336.72,0.0,,,SKIPPED,0.9104,6039,6048.2,10384.92,8d643bcde2935316
EN-014,gemini,gemini-3.5-flash,EN,True,What was the root cause of the October 2025 outage?,An expired TLS certificate on the API gateway.,expired TLS certificate | API gateway,,Report_Incident_Postmortem.pdf,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,What was the root cause of the October 2025 outage?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5397.82,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5397.82,4f53cda18c2baa0c
EN-015,gemini,gemini-3.5-flash,EN,True,What was the 2025 overall CSAT score?,"87%, up from 83% in 2024.",87% | 83% | 2024,"The 2025 overall CSAT score was 87%. This result represents an increase from the previous year's performance. In 2024, the overall customer satisfaction score was 83%.",Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,What was the 2025 overall CSAT score?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.303,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4761.38,0.0,,,SKIPPED,0.01,5116,5154.8,9916.18,5568ea8523f14966
EN-016,gemini,gemini-3.5-flash,EN,True,How many security incidents occurred in 2025?,"3 reportable incidents, none resulting in data loss.",3 reportable incidents | no data loss,"There were three reportable security incidents in 2025. None of these incidents resulted in any data loss. Additionally, the annual phishing simulation click rate for the year was recorded at 6%.",Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,How many security incidents occurred in 2025?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.2703,0.5,0.0,0.5,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4866.8,0.0,,,SKIPPED,0.8658,5325,5333.9,10200.7,6f7b0ffcd1393c63
EN-017,gemini,gemini-3.5-flash,EN,True,What was full-year 2025 revenue?,"IDR 158 billion, with a 14% net profit margin.",IDR 158 billion | 14% | net profit margin,"Full-year 2025 revenue was IDR 158 billion. This financial result represents the performance of Nusantara Dynamics for the fiscal year. Additionally, the company recorded a net profit margin of 14% during this period.",Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,What was full-year 2025 revenue?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.3721,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4559.92,0.0,,,SKIPPED,0.9098,5859,5869.56,10429.48,3b5fafbea60f76b6
EN-018,gemini,gemini-3.5-flash,EN,True,What database does the platform use?,"PostgreSQL 15, with Redis for caching.",PostgreSQL 15 | Redis | caching,"The platform uses PostgreSQL 15 as its primary database. Additionally, Redis is utilized within the system architecture for caching. The platform itself runs on a microservices architecture deployed on Kubernetes, where services communicate over REST and gRPC.",TECH_System_Architecture.txt,TECH_System_Architecture.txt,TECH_System_Architecture.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What database does the platform use?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.2326,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5071.81,0.0,,,SKIPPED,0.8088,5671,5682.31,10754.12,74f3c20a212f51bd
EN-019,gemini,gemini-3.5-flash,EN,True,How long are internal API tokens valid?,60 minutes.,60 minutes,Internal API tokens are valid for 60 minutes. All internal APIs require these tokens to be provided as bearer JWT tokens.,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,0,,,,,{},native_model,,1,evaluation_snapshot,How long are internal API tokens valid?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.1739,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5929.84,0.0,,,SKIPPED,0.837,6626,6638.15,12567.99,a2397461ae72a28d
EN-020,gemini,gemini-3.5-flash,EN,True,What are the RTO and RPO?,RTO is 4 hours and RPO is 1 hour.,RTO 4 hours | RPO 1 hour,"The recovery time objective (RTO) is 4 hours and the recovery point objective (RPO) is 1 hour. To support these objectives, the disaster recovery site is located in a separate availability zone.",TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What are the RTO and RPO?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.439,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5885.43,0.0,,,SKIPPED,0.0101,6463,6473.58,12359.01,cf982f6703d73605
EN-021,gemini,gemini-3.5-flash,EN,True,What is the API availability SLO?,99.9% per month.,99.9% | month,,TECH_Monitoring_Guide.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,What is the API availability SLO?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5601.5,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5601.5,4f53cda18c2baa0c
EN-022,gemini,gemini-3.5-flash,EN,True,How long are audit logs retained?,7 years.,7 years,,TECH_Data_Retention.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,How long are audit logs retained?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4371.98,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,4371.98,4f53cda18c2baa0c
EN-023,gemini,gemini-3.5-flash,EN,True,What unit-test coverage is required to merge code?,At least 80%.,at least 80%,"A minimum of 80% unit-test coverage is required to merge code. This requirement serves as a gate within the pipeline where code is built and tested using GitHub Actions. Once a merge to the main branch is successfully completed, it triggers an automatic staging deployment.",TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,0,,,,,{},native_model,,1,evaluation_snapshot,What unit-test coverage is required to merge code?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.0408,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5589.39,0.0,,,SKIPPED,0.9044,5370,5385.7,10975.09,174029824249b250
EN-024,gemini,gemini-3.5-flash,EN,True,How do I reset my password?,Raise a ticket to the IT Helpdesk via the portal; processed within 1x24 hours.,IT Helpdesk | portal | 1x24 hours,,FAQ_IT_Support.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,How do I reset my password?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5211.84,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5211.84,4f53cda18c2baa0c
EN-025,gemini,gemini-3.5-flash,EN,True,When is payday?,The 25th of each month (prior working day if a holiday).,25th | prior working day | holiday,,FAQ_Payroll.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,When is payday?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5866.69,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5866.69,4f53cda18c2baa0c
EN-026,gemini,gemini-3.5-flash,EN,True,What is the mailbox size limit?,50 GB.,50 GB,,FAQ_Email_Calendar.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,What is the mailbox size limit?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5831.02,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5831.02,4f53cda18c2baa0c
EN-027,gemini,gemini-3.5-flash,EN,True,What should I bring on my first day?,"A valid ID, NPWP (tax ID), and bank account details.",valid ID | NPWP | bank account details,,FAQ_Onboarding.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,What should I bring on my first day?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5979.69,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5979.69,4f53cda18c2baa0c
EN-028,gemini,gemini-3.5-flash,EN,True,Is there a home-office allowance?,"Yes, a one-time allowance of IDR 1,500,000.","IDR 1,500,000 | one-time allowance",,FAQ_Remote_Work.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,Is there a home-office allowance?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5602.97,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5602.97,4f53cda18c2baa0c
EN-029,gemini,gemini-3.5-flash,EN,True,What is the replacement fee for an access card?,"IDR 50,000.","IDR 50,000",,FAQ_Facilities.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,What is the replacement fee for an access card?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6140.12,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,6140.12,4f53cda18c2baa0c
EN-030,gemini,gemini-3.5-flash,EN,True,How many new enterprise customers were added in Q3 2025?,"18, bringing the total to 214.",18 | 214,"Nusantara Dynamics added 18 new enterprise customers in Q3 2025. This acquisition brought the company's total number of enterprise customers to 214. During the same period, the company recorded a revenue of IDR 42.5 billion, representing a 12% increase over Q2 2025. Additionally, the customer churn rate improved to 2.1% in Q3 2025,",Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},native_model,,1,evaluation_snapshot,How many new enterprise customers were added in Q3 2025?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.1667,1.0,0.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4923.58,0.0,,,SKIPPED,0.8638,6261,6291.87,11215.45,8d643bcde2935316
EN-031,gemini,gemini-3.5-flash,EN,True,How many dependents are covered by the company health insurance plan?,The company health insurance plan covers employees and up to three dependents.,up to 3 dependents | health insurance,,FAQ_Benefits.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,How many dependents are covered by the company health insurance plan?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5553.92,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5553.92,4f53cda18c2baa0c
EN-032,gemini,gemini-3.5-flash,EN,True,What is the standard employee mailbox quota?,The standard mailbox quota is 50 GB.,50 GB | mailbox quota,,FAQ_Email_Calendar.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,What is the standard employee mailbox quota?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5634.17,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5634.17,4f53cda18c2baa0c
EN-033,gemini,gemini-3.5-flash,EN,True,How much does a replacement employee access card cost?,"A replacement access card costs IDR 50,000.","IDR 50,000 | replacement access card",,FAQ_Facilities.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,How much does a replacement employee access card cost?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.5,0.5,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5927.71,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5927.71,4f53cda18c2baa0c
EN-034,gemini,gemini-3.5-flash,EN,True,Where and when can employees find their payslips?,Payslips are available after the 25th in the HR portal under My Documents.,HR portal | My Documents | after the 25th,,FAQ_HR.txt,,,1,generation_or_provider,,,,{},,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,original,Where and when can employees find their payslips?,,1,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5516.7,1.0,,500 Server Error: Internal Server Error for url: http://127.0.0.1:8000/api/admin/evaluation/chat,GENERATION_FAILED,0,,0.0,5516.7,4f53cda18c2baa0c
