ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Pipeline Failed,Failure Category,Failure Stage,Failure Reason,Rejected Native Answer,Citation Validation,Grounding Validation,Grounding Repaired,Generation Mode,Pipeline Error,Context Count Before Failure,Retrieval Mode,Retrieval Query,Backend Build Version,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Question Keyword Coverage,Question+Answer Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Citation Precision,Citation Recall,Citation F1,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,Top-1 Accuracy,NDCG@K,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,Judge Model,System Confidence,Backend Response Time (ms),Client Response Time (ms),Estimated Sequential E2E (ms),Context Fingerprint
EN-011,ollama,qwen3-custom:eval-20260803,EN,True,What are the password requirements?,"At least 12 characters with upper, lower, number, and symbol; changed every 90 days.",12 characters | upper lower number symbol | 90 days,"Passwords must be at least 12 characters and include upper case, lower case, a number, and a symbol.",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,What are the password requirements?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.4667,0.3333,0.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3953.79,0.0,0,"Answer lacks password rotation requirement from context2, only includes part of context1.",,qwen3:8b,0.6102,4994,5000.36,8954.15,76b012b3543ed8e1
EN-012,ollama,qwen3-custom:eval-20260803,EN,True,What is the domestic meal per diem?,"IDR 250,000 per day.","IDR 250,000 | per day","The domestic meal per diem is IDR 250,000 per day.",Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the domestic meal per diem?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.5714,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3868.0,0.0,0,Answer matches context exactly.,,qwen3:8b,0.01,3095,3102.62,6970.62,42b68bccebe578fa
EN-013,ollama,qwen3-custom:eval-20260803,EN,True,What was Q3 2025 revenue?,"IDR 42.5 billion, up 12% over Q2 2025.",IDR 42.5 billion | 12% | Q2 2025,Q3 2025 revenue was IDR 42.5 billion.,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was Q3 2025 revenue?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.5333,0.3333,0.0,0.3333,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3425.89,0.0,0,The answer correctly states the revenue figure but omits the percentage increase compared to Q2 2025.,,qwen3:8b,0.9104,2902,2927.92,6353.81,8d643bcde2935316
EN-014,ollama,qwen3-custom:eval-20260803,EN,True,What was the root cause of the October 2025 outage?,An expired TLS certificate on the API gateway.,expired TLS certificate | API gateway,The root cause of the October 2025 outage was an expired TLS certificate on the API gateway.,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was the root cause of the October 2025 outage?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.64,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3962.31,0.0,0,Answer directly matches context's explicit statement about the expired TLS certificate causing the outage.,,qwen3:8b,0.7017,3385,3416.96,7379.27,f696eb004287d0fd
EN-015,ollama,qwen3-custom:eval-20260803,EN,True,What was the 2025 overall CSAT score?,"87%, up from 83% in 2024.",87% | 83% | 2024,The 2025 overall CSAT score was 87%. This score represents an increase from the 83% recorded in 2024.,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was the 2025 overall CSAT score?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.4167,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3710.19,0.0,0,Answer matches context exactly with correct figures and comparison.,,qwen3:8b,0.01,4398,4425.12,8135.31,5568ea8523f14966
EN-016,ollama,qwen3-custom:eval-20260803,EN,True,How many security incidents occurred in 2025?,"3 reportable incidents, none resulting in data loss.",3 reportable incidents | no data loss,There were 3 reportable security incidents in 2025. None of these incidents resulted in data loss.,Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How many security incidents occurred in 2025?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.4545,0.5,0.0,0.5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3590.82,0.0,0,Answer matches context exactly.,,qwen3:8b,0.8658,4028,4050.7,7641.52,6f7b0ffcd1393c63
EN-017,ollama,qwen3-custom:eval-20260803,EN,True,What was full-year 2025 revenue?,"IDR 158 billion, with a 14% net profit margin.",IDR 158 billion | 14% | net profit margin,Full-year 2025 revenue was IDR 158 billion.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was full-year 2025 revenue?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.3529,0.3333,0.0,0.3333,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3587.05,0.0,0,The answer correctly states the revenue figure from the context without adding unsupported information.,,qwen3:8b,0.9098,2941,2972.4,6559.45,3b5fafbea60f76b6
EN-018,ollama,qwen3-custom:eval-20260803,EN,True,What database does the platform use?,"PostgreSQL 15, with Redis for caching.",PostgreSQL 15 | Redis | caching,"The platform uses PostgreSQL 15 as its primary database. Redis is also used for caching, but it is not the primary database.",TECH_System_Architecture.txt,TECH_System_Architecture.txt,TECH_System_Architecture.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What database does the platform use?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.3571,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3719.03,0.0,0,Answer accurately reflects context details about PostgreSQL 15 and Redis usage.,,qwen3:8b,0.8088,4764,4773.07,8492.1,74f3c20a212f51bd
EN-019,ollama,qwen3-custom:eval-20260803,EN,True,How long are internal API tokens valid?,60 minutes.,60 minutes,Internal API tokens are valid for 60 minutes.,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How long are internal API tokens valid?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.4,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4291.64,0.0,0,Answer directly matches context's 60-minute token validity claim.,,qwen3:8b,0.837,2383,2414.19,6705.83,a2397461ae72a28d
EN-020,ollama,qwen3-custom:eval-20260803,EN,True,What are the RTO and RPO?,RTO is 4 hours and RPO is 1 hour.,RTO 4 hours | RPO 1 hour,The recovery time objective (RTO) is 4 hours and the recovery point objective (RPO) is 1 hour.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What are the RTO and RPO?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.6923,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4639.72,0.0,0,Answer exactly matches retrieved context's RTO and RPO values.,,qwen3:8b,0.0101,4058,4087.84,8727.56,cf982f6703d73605
EN-021,ollama,qwen3-custom:eval-20260803,EN,True,What is the API availability SLO?,99.9% per month.,99.9% | month,The API availability SLO is 99.9% per month.,TECH_Monitoring_Guide.txt,TECH_Monitoring_Guide.txt,TECH_Monitoring_Guide.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the API availability SLO?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.5455,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4481.21,0.0,0,The answer directly quotes the context's SLO statement without adding or omitting information.,,qwen3:8b,0.9077,2733,2761.24,7242.45,9ad336bbe2f3bea9
EN-022,ollama,qwen3-custom:eval-20260803,EN,True,How long are audit logs retained?,7 years.,7 years,Audit logs are retained for 7 years.,TECH_Data_Retention.txt,TECH_Data_Retention.txt,TECH_Data_Retention.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How long are audit logs retained?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.4444,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3567.22,0.0,0,Answer matches context exactly.,,qwen3:8b,0.8906,2204,2226.84,5794.06,b722667f4078c87e
EN-023,ollama,qwen3-custom:eval-20260803,EN,True,What unit-test coverage is required to merge code?,At least 80%.,at least 80%,A minimum of 80% unit-test coverage is required to merge.,TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,0,,,,,{},"{""checked_claims"": 1, ""missing_answer_requirements"": [], ""missing_evidence_requirements"": [], ""reasons"": [], ""score"": 1.0, ""support_score"": 1.0, ""supported"": true, ""unsupported_claims"": [], ""unsupported_facts"": []}",1,grounding_pruned,,1,evaluation_snapshot,What unit-test coverage is required to merge code?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.1429,0.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4925.43,0.0,0,Answer directly matches retrieved context's requirement of 80% unit-test coverage.,,qwen3:8b,0.9044,3763,3790.65,8716.08,174029824249b250
EN-024,ollama,qwen3-custom:eval-20260803,EN,True,How do I reset my password?,Raise a ticket to the IT Helpdesk via the portal; processed within 1x24 hours.,IT Helpdesk | portal | 1x24 hours,"To reset your password, raise a ticket to the IT Helpdesk via the portal; resets are processed within 1x24 hours.",FAQ_IT_Support.txt,FAQ_IT_Support.txt,FAQ_IT_Support.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How do I reset my password?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.8235,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4236.14,0.0,0,Answer matches context exactly with no added or removed information.,,qwen3:8b,0.9053,5068,5097.24,9333.38,c01d627956dd6259
EN-025,ollama,qwen3-custom:eval-20260803,EN,True,When is payday?,The 25th of each month (prior working day if a holiday).,25th | prior working day | holiday,"Payday is on the 25th of each month. If the 25th is a holiday, payment is made on the prior working day.",FAQ_Payroll.txt,FAQ_Payroll.txt,FAQ_Payroll.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,When is payday?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.6667,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4290.26,0.0,0,"The answer directly matches the context, providing the correct payday date and holiday adjustment.",,qwen3:8b,0.9073,4730,4748.82,9039.08,969950e9cf2d19de
EN-026,ollama,qwen3-custom:eval-20260803,EN,True,What is the mailbox size limit?,50 GB.,50 GB,The standard mailbox quota is 50 GB.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the mailbox size limit?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.4444,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3888.7,0.0,0,Answer directly quotes context with exact expected value of 50 GB for mailbox quota.,,qwen3:8b,0.9071,2369,2377.76,6266.46,829c81bc6a8aa970
EN-027,ollama,qwen3-custom:eval-20260803,EN,True,What should I bring on my first day?,"A valid ID, NPWP (tax ID), and bank account details.",valid ID | NPWP | bank account details,"A valid ID, your tax ID (NPWP), and bank account details.",FAQ_Onboarding.txt,FAQ_Onboarding.txt,FAQ_Onboarding.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What should I bring on my first day?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.9524,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4580.08,0.0,0,Answer matches context exactly with no added or missing information.,,qwen3:8b,0.8997,3651,3683.33,8263.41,c6371f75ee7cd742
EN-028,ollama,qwen3-custom:eval-20260803,EN,True,Is there a home-office allowance?,"Yes, a one-time allowance of IDR 1,500,000.","IDR 1,500,000 | one-time allowance","there is a home-office allowance. The allowance is a one-time payment of IDR 1,500,000.",FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,0,,,,,{},"{""checked_claims"": 2, ""missing_answer_requirements"": [], ""missing_evidence_requirements"": [], ""reasons"": [], ""score"": 0.852679, ""support_score"": 0.852679, ""supported"": true, ""unsupported_claims"": [], ""unsupported_facts"": []}",1,grounding_pruned,,1,evaluation_snapshot,Is there a home-office allowance?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.5833,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4562.76,0.0,0,The answer directly matches the context's exact wording and amount.,,qwen3:8b,0.848,5732,5757.39,10320.15,0d8a11b18fed6e81
EN-029,ollama,qwen3-custom:eval-20260803,EN,True,What is the replacement fee for an access card?,"IDR 50,000.","IDR 50,000","The replacement fee for an access card is IDR 50,000. This fee applies when requesting a replacement at the front desk.",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the replacement fee for an access card?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.1739,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4834.12,0.0,0,The answer directly quotes the context's exact fee and applies it correctly.,,qwen3:8b,0.9046,4690,4699.79,9533.91,2ff04c2ba0ea1367
EN-030,ollama,qwen3-custom:eval-20260803,EN,True,How many new enterprise customers were added in Q3 2025?,"18, bringing the total to 214.",18 | 214,The company added 18 new enterprise customers in Q3 2025.,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},"{""checked_claims"": 1, ""missing_answer_requirements"": [], ""missing_evidence_requirements"": [], ""reasons"": [], ""score"": 1.0, ""support_score"": 1.0, ""supported"": true, ""unsupported_claims"": [], ""unsupported_facts"": []}",1,grounding_pruned,,1,evaluation_snapshot,How many new enterprise customers were added in Q3 2025?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.25,0.5,0.0,0.5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,3948.11,0.0,0,Answer correctly states 18 new customers from context.,,qwen3:8b,0.8638,4235,4255.84,8203.95,8d643bcde2935316
EN-031,ollama,qwen3-custom:eval-20260803,EN,True,How many dependents are covered by the company health insurance plan?,The company health insurance plan covers employees and up to three dependents.,up to 3 dependents | health insurance,Employees and up to 3 dependents are covered by the company health insurance plan. The maximum number of dependents covered is 3.,FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How many dependents are covered by the company health insurance plan?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.6471,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5037.7,0.0,0,The answer accurately reflects the context stating up to 3 dependents are covered.,,qwen3:8b,0.8617,4769,4780.25,9817.95,c6f25911ed0ef96f
EN-032,ollama,qwen3-custom:eval-20260803,EN,True,What is the standard employee mailbox quota?,The standard mailbox quota is 50 GB.,50 GB | mailbox quota,The standard employee mailbox quota is 50 GB.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the standard employee mailbox quota?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.9333,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4155.39,0.0,0,The answer directly matches the context and correctly answers the question.,,qwen3:8b,0.8606,2533,2564.04,6719.43,829c81bc6a8aa970
EN-033,ollama,qwen3-custom:eval-20260803,EN,True,How much does a replacement employee access card cost?,"A replacement access card costs IDR 50,000.","IDR 50,000 | replacement access card","A replacement employee access card costs IDR 50,000. The fee applies when requesting a replacement at the front desk.",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How much does a replacement employee access card cost?,rag-grounding-guard-v21-20260804,0,,0,0,0,0,0.0,0.5385,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4393.32,0.0,0,Answer directly states the replacement cost from context and adds relevant request location detail.,,qwen3:8b,0.5925,4331,4359.03,8752.35,2ff04c2ba0ea1367
