ID,Model,Model Name,Language,Answerable,Question,Expected Answer,Expected Keywords,Generated Answer,Expected Source,Retrieved Sources,Citations,Pipeline Failed,Failure Category,Failure Stage,Failure Reason,Rejected Native Answer,Citation Validation,Grounding Validation,Grounding Repaired,Generation Mode,Pipeline Error,Context Count Before Failure,Retrieval Mode,Retrieval Query,Backend Build Version,Generation Failed,Generation Error,Abstained,False Refusal,Correct Unanswerable Refusal,No Citation On Unanswerable,Normalized Exact Match,Token F1,Keyword Coverage,Question Keyword Coverage,Question+Answer Keyword Coverage,Faithfulness,Answer Relevance,Context Precision,Context Recall,Citation Accuracy,Citation Precision,Citation Recall,Citation F1,Retrieval Top K,Precision@K,Recall@K,Hit@K,MRR,Top-1 Accuracy,NDCG@K,First Relevant Rank,Retrieval Debug Available,Retrieval Time (ms),Retrieval No Result,Hallucination,Judge Reason,Judge Error,Judge Model,System Confidence,Backend Response Time (ms),Client Response Time (ms),Estimated Sequential E2E (ms),Context Fingerprint
EN-011,ollama,qwen3-custom:eval-20260803,EN,True,What are the password requirements?,"At least 12 characters with upper, lower, number, and symbol; changed every 90 days.",12 characters | upper lower number symbol | 90 days,"Passwords must be at least 12 characters and include upper case, lower case, a number, and a symbol.",Policy_Password.docx,Policy_Password.docx,Policy_Password.docx,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,What are the password requirements?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4667,0.3333,0.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5400.15,0.0,0,Answer matches context facts but omits the 90-day rotation requirement from the expected answer.,,qwen3:8b,0.6102,4020,4026.87,9427.02,76b012b3543ed8e1
EN-012,ollama,qwen3-custom:eval-20260803,EN,True,What is the domestic meal per diem?,"IDR 250,000 per day.","IDR 250,000 | per day","The domestic meal per diem is IDR 250,000 per day.",Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,Policy_Travel_Expense.docx,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the domestic meal per diem?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.5714,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5083.86,0.0,0,Answer matches context exactly and directly satisfies the question.,,qwen3:8b,0.01,2998,3027.1,8110.96,42b68bccebe578fa
EN-013,ollama,qwen3-custom:eval-20260803,EN,True,What was Q3 2025 revenue?,"IDR 42.5 billion, up 12% over Q2 2025.",IDR 42.5 billion | 12% | Q2 2025,Q3 2025 revenue was IDR 42.5 billion.,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was Q3 2025 revenue?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.5333,0.3333,0.0,0.3333,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4336.72,0.0,0,"Answer matches context exactly, providing correct revenue figure without additional claims.",,qwen3:8b,0.9104,2839,2844.89,7181.61,8d643bcde2935316
EN-014,ollama,qwen3-custom:eval-20260803,EN,True,What was the root cause of the October 2025 outage?,An expired TLS certificate on the API gateway.,expired TLS certificate | API gateway,The root cause of the October 2025 outage was an expired TLS certificate on the API gateway.,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,Report_Incident_Postmortem.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was the root cause of the October 2025 outage?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.64,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5397.82,0.0,0,Answer directly matches expected response and is fully supported by the retrieved context.,,qwen3:8b,0.7017,3280,3286.55,8684.37,f696eb004287d0fd
EN-015,ollama,qwen3-custom:eval-20260803,EN,True,What was the 2025 overall CSAT score?,"87%, up from 83% in 2024.",87% | 83% | 2024,The 2025 overall CSAT score was 87%. This score represents an increase from the 83% recorded in 2024.,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,Report_CSAT_2025.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was the 2025 overall CSAT score?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4167,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4761.38,0.0,0,"The answer correctly states the 2025 CSAT score and the increase from 2024, supported by the context.",,qwen3:8b,0.01,4481,4487.1,9248.48,5568ea8523f14966
EN-016,ollama,qwen3-custom:eval-20260803,EN,True,How many security incidents occurred in 2025?,"3 reportable incidents, none resulting in data loss.",3 reportable incidents | no data loss,There were 3 reportable security incidents in 2025. None of these incidents resulted in data loss.,Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,Report_Security_Review_2025.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How many security incidents occurred in 2025?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4545,0.5,0.0,0.5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4866.8,0.0,0,Answer matches context exactly with no unsupported claims.,,qwen3:8b,0.8658,3560,3566.9,8433.7,6f7b0ffcd1393c63
EN-017,ollama,qwen3-custom:eval-20260803,EN,True,What was full-year 2025 revenue?,"IDR 158 billion, with a 14% net profit margin.",IDR 158 billion | 14% | net profit margin,Full-year 2025 revenue was IDR 158 billion.,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,Report_Financial_FY2025.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What was full-year 2025 revenue?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.3529,0.3333,0.0,0.3333,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4559.92,0.0,0,The answer directly quotes the revenue figure from the context without adding unsupported details.,,qwen3:8b,0.9098,2974,3006.07,7565.99,3b5fafbea60f76b6
EN-018,ollama,qwen3-custom:eval-20260803,EN,True,What database does the platform use?,"PostgreSQL 15, with Redis for caching.",PostgreSQL 15 | Redis | caching,"The platform uses PostgreSQL 15 as its primary database. Redis is also used for caching, but it is not the primary database.",TECH_System_Architecture.txt,TECH_System_Architecture.txt,TECH_System_Architecture.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What database does the platform use?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.3571,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5071.81,0.0,0,Answer accurately reflects context details about PostgreSQL 15 and Redis usage.,,qwen3:8b,0.8088,3949,3968.57,9040.38,74f3c20a212f51bd
EN-019,ollama,qwen3-custom:eval-20260803,EN,True,How long are internal API tokens valid?,60 minutes.,60 minutes,Internal API tokens are valid for 60 minutes.,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,TECH_Internal_API_Guide.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How long are internal API tokens valid?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5929.84,0.0,0,Answer directly matches the explicit 60-minute token validity stated in the context.,,qwen3:8b,0.837,2314,2336.57,8266.41,a2397461ae72a28d
EN-020,ollama,qwen3-custom:eval-20260803,EN,True,What are the RTO and RPO?,RTO is 4 hours and RPO is 1 hour.,RTO 4 hours | RPO 1 hour,The recovery time objective (RTO) is 4 hours and the recovery point objective (RPO) is 1 hour.,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,TECH_Disaster_Recovery.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What are the RTO and RPO?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6923,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5885.43,0.0,0,The answer directly matches the context's RTO and RPO values.,,qwen3:8b,0.0101,3623,3643.55,9528.98,cf982f6703d73605
EN-021,ollama,qwen3-custom:eval-20260803,EN,True,What is the API availability SLO?,99.9% per month.,99.9% | month,The API availability SLO is 99.9% per month.,TECH_Monitoring_Guide.txt,TECH_Monitoring_Guide.txt,TECH_Monitoring_Guide.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the API availability SLO?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.5455,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5601.5,0.0,0,Answer matches expected response and is directly supported by context.,,qwen3:8b,0.9077,2724,2744.6,8346.1,9ad336bbe2f3bea9
EN-022,ollama,qwen3-custom:eval-20260803,EN,True,How long are audit logs retained?,7 years.,7 years,Audit logs are retained for 7 years.,TECH_Data_Retention.txt,TECH_Data_Retention.txt,TECH_Data_Retention.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How long are audit logs retained?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4444,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4371.98,0.0,0,Answer directly matches the explicit statement in the retrieved context about audit log retention.,,qwen3:8b,0.8906,2133,2162.25,6534.23,b722667f4078c87e
EN-023,ollama,qwen3-custom:eval-20260803,EN,True,What unit-test coverage is required to merge code?,At least 80%.,at least 80%,A minimum of 80% unit-test coverage is required to merge. This requirement is explicitly stated in the evidence.,TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,TECH_CICD_Pipeline.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What unit-test coverage is required to merge code?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.0909,0.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5589.39,0.0,0,Answer correctly states 80% requirement from context.,,qwen3:8b,0.9044,3365,3371.2,8960.59,174029824249b250
EN-024,ollama,qwen3-custom:eval-20260803,EN,True,How do I reset my password?,Raise a ticket to the IT Helpdesk via the portal; processed within 1x24 hours.,IT Helpdesk | portal | 1x24 hours,"To reset your password, raise a ticket to the IT Helpdesk via the portal; resets are processed within 1x24 hours.",FAQ_IT_Support.txt,FAQ_IT_Support.txt | Policy_Password.docx,FAQ_IT_Support.txt,0,,,,,{},{},0,native_model,,2,evaluation_snapshot,How do I reset my password?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.8235,1.0,0.0,1.0,5.0,5.0,0.5,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5211.84,0.0,0,Answer exactly matches retrieved context and expected behavior with no added information.,,qwen3:8b,0.9041,4218,4249.18,9461.02,139c5c259b1ead03
EN-025,ollama,qwen3-custom:eval-20260803,EN,True,When is payday?,The 25th of each month (prior working day if a holiday).,25th | prior working day | holiday,"Payday is on the 25th of each month. If the 25th is a holiday, payment is made on the prior working day.",FAQ_Payroll.txt,FAQ_Payroll.txt,FAQ_Payroll.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,When is payday?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6667,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5866.69,0.0,0,Answer matches context exactly with no added or unsupported information.,,qwen3:8b,0.9073,4233,4264.41,10131.1,969950e9cf2d19de
EN-026,ollama,qwen3-custom:eval-20260803,EN,True,What is the mailbox size limit?,50 GB.,50 GB,The standard mailbox quota is 50 GB.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the mailbox size limit?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.4444,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5831.02,0.0,0,Answer directly quotes context with exact 50 GB figure matching expected response.,,qwen3:8b,0.9071,2279,2302.65,8133.67,829c81bc6a8aa970
EN-027,ollama,qwen3-custom:eval-20260803,EN,True,What should I bring on my first day?,"A valid ID, NPWP (tax ID), and bank account details.",valid ID | NPWP | bank account details,"A valid ID, your tax ID (NPWP), and bank account details.",FAQ_Onboarding.txt,FAQ_Onboarding.txt,FAQ_Onboarding.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What should I bring on my first day?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.9524,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5979.69,0.0,0,Answer matches retrieved context exactly.,,qwen3:8b,0.8997,3075,3104.85,9084.54,c6371f75ee7cd742
EN-028,ollama,qwen3-custom:eval-20260803,EN,True,Is there a home-office allowance?,"Yes, a one-time allowance of IDR 1,500,000.","IDR 1,500,000 | one-time allowance","Yes, there is a home-office allowance. The allowance is a one-time payment of IDR 1,500,000.",FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,FAQ_Remote_Work.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,Is there a home-office allowance?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.64,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5602.97,0.0,0,Answer matches context exactly with correct amount and payment type.,,qwen3:8b,0.848,4206,4225.83,9828.8,0d8a11b18fed6e81
EN-029,ollama,qwen3-custom:eval-20260803,EN,True,What is the replacement fee for an access card?,"IDR 50,000.","IDR 50,000","The replacement fee for an access card is IDR 50,000. This fee applies when requesting a replacement at the front desk.",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the replacement fee for an access card?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.1739,1.0,0.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,6140.12,0.0,0,The answer directly quotes the context's exact fee amount and applies it correctly.,,qwen3:8b,0.9046,4030,4058.02,10198.14,2ff04c2ba0ea1367
EN-030,ollama,qwen3-custom:eval-20260803,EN,True,How many new enterprise customers were added in Q3 2025?,"18, bringing the total to 214.",18 | 214,The company added 18 new enterprise customers in Q3 2025. This is explicitly stated in the evidence.,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,Report_Q3_2025_Performance.pdf,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How many new enterprise customers were added in Q3 2025?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.1739,0.5,0.0,0.5,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,4923.58,0.0,0,Answer directly cites context's explicit statement about 18 new enterprise customers added in Q3 2025.,,qwen3:8b,0.8638,3916,3943.28,8866.86,8d643bcde2935316
EN-031,ollama,qwen3-custom:eval-20260803,EN,True,How many dependents are covered by the company health insurance plan?,The company health insurance plan covers employees and up to three dependents.,up to 3 dependents | health insurance,Employees and up to 3 dependents are covered by the company health insurance plan. The maximum number of dependents covered is 3.,FAQ_Benefits.txt,FAQ_Benefits.txt,FAQ_Benefits.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How many dependents are covered by the company health insurance plan?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.6471,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5553.92,0.0,0,"The answer accurately reflects the context, stating coverage for up to three dependents.",,qwen3:8b,0.8617,4140,4163.99,9717.91,c6f25911ed0ef96f
EN-032,ollama,qwen3-custom:eval-20260803,EN,True,What is the standard employee mailbox quota?,The standard mailbox quota is 50 GB.,50 GB | mailbox quota,The standard employee mailbox quota is 50 GB.,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,FAQ_Email_Calendar.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,What is the standard employee mailbox quota?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.9333,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5634.17,0.0,0,The answer directly matches the context and expected answer without adding or omitting information.,,qwen3:8b,0.8606,2384,2413.0,8047.17,829c81bc6a8aa970
EN-033,ollama,qwen3-custom:eval-20260803,EN,True,How much does a replacement employee access card cost?,"A replacement access card costs IDR 50,000.","IDR 50,000 | replacement access card","A replacement employee access card costs IDR 50,000. The fee applies when requesting a replacement at the front desk.",FAQ_Facilities.txt,FAQ_Facilities.txt,FAQ_Facilities.txt,0,,,,,{},{},0,native_model,,1,evaluation_snapshot,How much does a replacement employee access card cost?,rag-bilingual-eval-v19-20260802,0,,0,0,0,0,0.0,0.5385,1.0,0.5,1.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,5927.71,0.0,0,Answer directly states the cost from context and adds relevant front desk request detail without inventing facts.,,qwen3:8b,0.5925,3813,3834.63,9762.34,2ff04c2ba0ea1367
